customer_id,churned,churn_date,churn_reason,churn_probability_raw,clv_egp
C13739,0,,No churn,0.3115,17681.65
C13740,1,2024-08-13,Moving,0.187,10316.18
C13741,0,,No churn,0.4289,12187.94
C13742,0,,No churn,0.3515,10620.03
C13743,1,2024-07-08,Network quality,0.8707,29410.54
C13744,0,,No churn,0.6302,11653.93
C13745,1,2024-07-14,Network quality,0.2231,4483.21
C13746,0,,No churn,0.2584,29374.21
C13747,1,2024-09-03,Network quality,0.6197,46732.97
C13748,0,,No churn,0.1473,7537.24
C13749,1,2024-12-13,Network quality,0.8111,12184.38
C13750,0,,No churn,0.2072,4869.31
C13751,0,,No churn,0.1072,6533.62
C13752,1,2024-09-19,Competitor offer,0.6108,20796.07
C13753,0,,No churn,0.3812,18630.6
C13754,0,,No churn,0.4724,24662.43
C13755,0,,No churn,0.2543,14047.5
C13756,0,,No churn,0.4696,10514.98
C13757,1,2024-12-09,Price,0.8134,15916.59
C13758,1,2024-10-12,Competitor offer,0.5758,5471.62
C13759,0,,No churn,0.0871,3845.54
C13760,0,,No churn,0.4714,22093.91
C13761,0,,No churn,0.2175,2680.14
C13762,1,2024-08-22,Poor service,0.2644,3990.83
C13763,1,2024-10-25,Price,0.9082,12736.09
C13764,1,2024-12-05,Price,0.0976,14506.53
C13765,1,2024-10-08,Competitor offer,0.4573,10682.74
C13766,0,,No churn,0.0982,9665.66
C13767,0,,No churn,0.2675,2226.2
C13768,1,2024-07-12,Price,0.4074,21329.63
C13769,0,,No churn,0.2662,17944.61
C13770,0,,No churn,0.1952,7305.75
C13771,0,,No churn,0.3774,28462.53
C13772,1,2024-10-08,Network quality,0.9192,16816.86
C13773,0,,No churn,0.4335,31185.38
C13774,0,,No churn,0.5295,23812.02
C13775,0,,No churn,0.2857,29824.76
C13776,0,,No churn,0.4732,5856.69
C13777,0,,No churn,0.5302,17096.9
C13778,0,,No churn,0.1104,6070.08
C13779,0,,No churn,0.1822,2088.36
C13780,1,2024-11-23,Price,0.6952,10021.06
C13781,0,,No churn,0.2983,6154.81
C13782,0,,No churn,0.6247,35607.71
C13783,0,,No churn,0.1151,4439.44
C13784,1,2024-12-23,Poor service,0.475,23487.99
C13785,1,2024-08-26,Price,0.5726,28130.4
C13786,0,,No churn,0.4827,11143.71
C13787,0,,No churn,0.1064,10101.58
C13788,1,2024-08-16,Network quality,0.1313,11890.59
C13789,1,2024-11-14,Price,0.9067,12268.17
C13790,1,2024-08-13,Price,0.5079,37287.32
C13791,1,2024-12-16,Other,0.3838,3209.68
C13792,0,,No churn,0.2341,21784.56
C13793,0,,No churn,0.3343,13631.05
C13794,1,2024-09-01,Other,0.8763,15725.8
C13795,0,,No churn,0.0545,8511.54
C13796,1,2024-10-17,Network quality,0.4973,9367.63
C13797,1,2024-07-14,Price,0.7716,34742.94
C13798,0,,No churn,0.2289,11377.43
C13799,0,,No churn,0.1783,18124.12
C13800,0,,No churn,0.7568,21613.07
C13801,0,,No churn,0.3184,5642.25
C13802,0,,No churn,0.3894,4894.54
C13803,1,2024-07-25,Other,0.4297,9361.77
C13804,1,2024-10-25,Competitor offer,0.2188,17651.67
C13805,1,2024-09-01,Other,0.1703,9458.72
C13806,1,2024-11-15,Poor service,0.1829,12666.57
C13807,0,,No churn,0.1458,5539.54
C13808,0,,No churn,0.0955,8250.96
C13809,0,,No churn,0.5751,3981.78
C13810,0,,No churn,0.5138,26996.79
C13811,1,2024-09-19,Price,0.7757,22431.39
C13812,0,,No churn,0.2112,12979.86
C13813,0,,No churn,0.1297,7540.6
C13814,1,2024-09-09,Competitor offer,0.4127,4266.74
C13815,1,2024-12-17,Other,0.5423,4853.06
C13816,1,2024-11-11,Poor service,0.7623,28135.41
C13817,0,,No churn,0.707,18327.14
C13818,0,,No churn,0.1753,14366.61
C13819,0,,No churn,0.2394,15430.5
C13820,1,2024-11-16,Network quality,0.9164,18535.5
C13821,1,2024-12-14,Price,0.8197,23713.9
C13822,1,2024-07-16,Other,0.5424,10616.97
C13823,0,,No churn,0.1446,17740.91
C13824,0,,No churn,0.6102,22830.86
C13825,0,,No churn,0.5432,22387.09
C13826,1,2024-12-03,Competitor offer,0.7627,9855.61
C13827,1,2024-12-12,Competitor offer,0.2239,8802.65
C13828,1,2024-07-22,Competitor offer,0.2159,4571.44
C13829,0,,No churn,0.1648,5366.51
C13830,1,2024-09-17,Competitor offer,0.1903,16581.31
C13831,1,2024-12-07,Competitor offer,0.6611,16145.55
C13832,0,,No churn,0.3721,10083.61
C13833,0,,No churn,0.3426,4631.0
C13834,0,,No churn,0.3355,6725.19
C13835,1,2024-07-05,Competitor offer,0.8687,37626.3
C13836,0,,No churn,0.617,8760.08
C13837,0,,No churn,0.7374,8307.89
C13838,0,,No churn,0.4987,18242.27
C13839,0,,No churn,0.1078,15016.76
C13840,0,,No churn,0.2367,10949.94
C13841,0,,No churn,0.2922,14122.16
C13842,0,,No churn,0.1133,8339.02
C13843,0,,No churn,0.0917,9850.36
C13844,0,,No churn,0.0994,7004.3
C13845,1,2024-09-10,Network quality,0.3524,16855.7
C13846,1,2024-12-18,Price,0.8821,32351.97
C13847,1,2024-07-21,Competitor offer,0.3559,17573.19
C13848,0,,No churn,0.1743,9619.45
C13849,0,,No churn,0.6863,36549.75
C13850,1,2024-11-13,Poor service,0.6833,15764.53
C13851,1,2024-10-14,Price,0.885,30288.43
C13852,1,2024-09-25,Competitor offer,0.7117,14741.38
C13853,1,2024-08-25,Competitor offer,0.5509,3468.72
C13854,0,,No churn,0.2308,7965.87
C13855,0,,No churn,0.3478,11897.39
C13856,1,2024-10-20,Price,0.8448,27176.63
C13857,0,,No churn,0.1328,14133.62
C13858,1,2024-09-12,Price,0.2984,7372.58
C13859,0,,No churn,0.2415,4996.75
C13860,0,,No churn,0.3061,18524.02
C13861,1,2024-11-21,Competitor offer,0.3825,6535.85
C13862,1,2024-09-10,Competitor offer,0.4242,28200.61
C13863,0,,No churn,0.1068,12945.52
C13864,0,,No churn,0.098,10561.15
C13865,0,,No churn,0.0549,8574.91
C13866,1,2024-12-21,Competitor offer,0.6601,5569.06
C13867,1,2024-10-04,Moving,0.921,45730.82
C13868,0,,No churn,0.1129,11288.15
C13869,1,2024-10-10,Moving,0.5791,16728.56
C13870,0,,No churn,0.638,8334.84
C13871,0,,No churn,0.6131,20258.12
C13872,1,2024-08-15,Price,0.6856,17953.97
C13873,0,,No churn,0.5724,12515.51
C13874,0,,No churn,0.7605,28248.05
C13875,0,,No churn,0.7763,29983.99
C13876,0,,No churn,0.6298,4174.67
C13877,0,,No churn,0.5529,35623.63
C13878,0,,No churn,0.2229,14865.19
C13879,0,,No churn,0.4389,4732.39
C13880,0,,No churn,0.1561,3539.8
C13881,1,2024-08-25,Price,0.867,34466.99
C13882,0,,No churn,0.1877,14212.77
C13883,1,2024-08-17,Moving,0.7564,48877.37
C13884,0,,No churn,0.1868,4247.76
C13885,0,,No churn,0.1015,5812.52
C13886,1,2024-08-18,Price,0.3631,3988.91
C13887,0,,No churn,0.4789,15821.7
C13888,0,,No churn,0.2531,7677.98
C13889,1,2024-10-16,Price,0.6499,8499.09
C13890,0,,No churn,0.204,10626.56
C13891,1,2024-11-04,Price,0.7566,19769.51
C13892,0,,No churn,0.3732,21672.98
C13893,1,2024-10-10,Poor service,0.5807,4908.72
C13894,0,,No churn,0.2281,16789.03
C13895,0,,No churn,0.6998,18297.63
C13896,1,2024-09-13,Other,0.8638,27266.88
C13897,1,2024-11-12,Poor service,0.7808,42694.06
C13898,0,,No churn,0.5679,23587.36
C13899,1,2024-12-12,Network quality,0.4675,6279.18
C13900,1,2024-08-14,Price,0.608,7257.76
C13901,0,,No churn,0.8014,20291.28
C13902,0,,No churn,0.2451,13723.08
C13903,1,2024-09-17,Poor service,0.7485,20730.82
C13904,0,,No churn,0.1245,3115.91
C13905,0,,No churn,0.1855,9252.96
C13906,1,2024-08-07,Network quality,0.8911,21942.52
C13907,1,2024-07-22,Network quality,0.5105,3533.97
C13908,1,2024-11-26,Network quality,0.4077,11485.11
C13909,0,,No churn,0.322,7166.63
C13910,1,2024-09-14,Price,0.1613,10669.44
C13911,0,,No churn,0.7092,37116.46
C13912,1,2024-08-06,Moving,0.6033,7947.36
C13913,1,2024-11-09,Other,0.5374,9758.38
C13914,1,2024-08-23,Other,0.4149,5156.07
C13915,0,,No churn,0.2616,10761.46
C13916,1,2024-11-23,Network quality,0.941,32905.08
C13917,0,,No churn,0.4592,6772.04
C13918,1,2024-11-21,Network quality,0.4658,21964.85
C13919,0,,No churn,0.2039,8085.09
C13920,1,2024-11-20,Price,0.7002,36285.46
C13921,1,2024-08-10,Price,0.8836,13418.71
C13922,0,,No churn,0.3437,9385.46
C13923,0,,No churn,0.3135,8279.02
C13924,1,2024-12-28,Other,0.3755,5340.85
C13925,0,,No churn,0.1965,12688.01
C13926,0,,No churn,0.2906,14791.73
C13927,0,,No churn,0.3031,6916.31
C13928,0,,No churn,0.7348,39211.65
C13929,0,,No churn,0.0946,10738.41
C13930,0,,No churn,0.6829,13566.87
C13931,0,,No churn,0.2005,14172.28
C13932,0,,No churn,0.2113,19008.42
C13933,0,,No churn,0.1321,2459.01
C13934,0,,No churn,0.2119,17691.36
C13935,1,2024-09-27,Price,0.4792,21043.43
C13936,0,,No churn,0.836,35572.73
C13937,1,2024-07-27,Poor service,0.4142,23704.21
C13938,0,,No churn,0.293,11947.62
C13939,0,,No churn,0.2609,8256.83
C13940,0,,No churn,0.1307,4366.12
C13941,1,2024-10-11,Competitor offer,0.7821,14318.28
C13942,0,,No churn,0.278,3309.01
C13943,1,2024-08-01,Poor service,0.6907,44622.94
C13944,0,,No churn,0.1899,14755.54
C13945,0,,No churn,0.1585,3996.71
C13946,1,2024-09-22,Moving,0.5729,36853.01
C13947,1,2024-09-08,Competitor offer,0.7061,31936.06
C13948,0,,No churn,0.4955,40977.25
C13949,0,,No churn,0.2534,7675.72
C13950,0,,No churn,0.1197,4780.01
C13951,0,,No churn,0.4935,17868.07
C13952,0,,No churn,0.5558,29760.29
C13953,0,,No churn,0.1781,6767.86
C13954,1,2024-07-05,Other,0.0703,11902.99
C13955,1,2024-09-09,Other,0.1446,5011.07
C13956,1,2024-07-17,Network quality,0.925,34270.02
C13957,1,2024-08-02,Network quality,0.6979,38874.54
C13958,0,,No churn,0.6404,10105.41
C13959,1,2024-07-08,Competitor offer,0.4941,15870.35
C13960,1,2024-07-23,Competitor offer,0.3817,4873.87
C13961,1,2024-08-21,Competitor offer,0.3936,24501.24
C13962,0,,No churn,0.4667,21389.67
C13963,0,,No churn,0.1587,17250.58
C13964,0,,No churn,0.5222,11181.3
C13965,0,,No churn,0.15,11104.49
C13966,0,,No churn,0.563,31733.59
C13967,0,,No churn,0.3179,16097.95
C13968,1,2024-12-20,Price,0.4359,8195.39
C13969,1,2024-09-11,Competitor offer,0.9522,9918.19
C13970,0,,No churn,0.1281,13248.13
C13971,1,2024-07-09,Price,0.5714,16148.05
C13972,1,2024-11-27,Price,0.8402,62193.26
C13973,0,,No churn,0.2423,2703.29
C13974,0,,No churn,0.3348,23405.19
C13975,1,2024-12-12,Price,0.733,24119.13
C13976,0,,No churn,0.7981,34731.33
C13977,1,2024-07-05,Price,0.426,6203.74
C13978,0,,No churn,0.3083,20344.39
C13979,0,,No churn,0.0824,12743.15
C13980,0,,No churn,0.4625,5255.96
C13981,0,,No churn,0.5906,33708.94
C13982,0,,No churn,0.2914,2509.4
C13983,1,2024-08-03,Network quality,0.9269,23023.79
C13984,0,,No churn,0.563,17883.97
C13985,1,2024-12-10,Poor service,0.3895,12010.77
C13986,1,2024-11-16,Network quality,0.905,12498.36
C13987,0,,No churn,0.4687,3577.25
C13988,0,,No churn,0.2515,11351.35
C13989,0,,No churn,0.1727,3110.37
C13990,0,,No churn,0.268,17106.65
C13991,1,2024-11-13,Price,0.9427,7693.99
C13992,1,2024-11-17,Network quality,0.3895,10529.85
C13993,1,2024-09-19,Poor service,0.9349,14570.15
C13994,0,,No churn,0.439,17354.73
C13995,1,2024-09-23,Competitor offer,0.4474,5502.92
C13996,0,,No churn,0.4838,3556.07
C13997,1,2024-08-26,Competitor offer,0.288,6310.43
C13998,1,2024-12-02,Network quality,0.1599,15428.41
C13999,0,,No churn,0.5246,28362.54
C14000,1,2024-12-13,Price,0.703,14783.14
C14001,1,2024-08-26,Competitor offer,0.2892,6837.22
C14002,1,2024-09-23,Network quality,0.4987,31726.39
C14003,0,,No churn,0.2324,17362.65
C14004,1,2024-07-01,Network quality,0.1759,16646.17
C14005,1,2024-08-19,Network quality,0.7675,9847.16
C14006,0,,No churn,0.2639,15758.81
C14007,1,2024-10-15,Moving,0.1782,3564.06
C14008,1,2024-08-03,Network quality,0.5628,4403.0
C14009,0,,No churn,0.2119,14849.77
C14010,0,,No churn,0.3652,10891.1
C14011,1,2024-12-19,Network quality,0.8459,15075.31
C14012,0,,No churn,0.1541,2553.3
C14013,0,,No churn,0.1332,8903.92
C14014,0,,No churn,0.613,9308.29
C14015,1,2024-10-12,Moving,0.3536,6418.22
C14016,1,2024-11-01,Price,0.7161,47945.47
C14017,1,2024-07-20,Competitor offer,0.4122,12343.83
C14018,1,2024-09-02,Poor service,0.7524,11347.07
C14019,0,,No churn,0.2914,20057.31
C14020,0,,No churn,0.5228,4382.76
C14021,0,,No churn,0.8217,7873.06
C14022,0,,No churn,0.2907,4495.21
C14023,0,,No churn,0.119,4122.23
C14024,0,,No churn,0.4122,9984.39
C14025,1,2024-11-03,Competitor offer,0.3669,15030.11
C14026,0,,No churn,0.4439,22882.66
C14027,0,,No churn,0.0925,9133.43
C14028,0,,No churn,0.1415,20217.01
C14029,0,,No churn,0.3858,2447.27
C14030,1,2024-10-20,Network quality,0.2262,20542.13
C14031,1,2024-07-21,Moving,0.8388,20044.88
C14032,0,,No churn,0.2756,5422.87
C14033,0,,No churn,0.321,21345.68
C14034,1,2024-09-02,Network quality,0.5951,9992.2
C14035,1,2024-09-10,Price,0.7405,27252.74
C14036,1,2024-07-25,Competitor offer,0.7263,18973.28
C14037,0,,No churn,0.1824,12968.41
C14038,1,2024-12-04,Competitor offer,0.8104,13934.43
C14039,0,,No churn,0.3486,19465.05
C14040,1,2024-11-16,Competitor offer,0.8017,20185.87
C14041,0,,No churn,0.2228,11069.58
C14042,1,2024-07-02,Competitor offer,0.8651,13541.82
C14043,0,,No churn,0.6145,19813.71
C14044,0,,No churn,0.4259,8335.66
C14045,0,,No churn,0.0812,14505.94
C14046,1,2024-11-25,Price,0.8297,39209.31
C14047,1,2024-10-18,Poor service,0.7696,40497.38
C14048,0,,No churn,0.1409,5831.29
C14049,0,,No churn,0.3063,14046.02
C14050,1,2024-10-19,Price,0.2011,14012.59
C14051,0,,No churn,0.0999,14064.63
C14052,0,,No churn,0.4314,14795.62
C14053,0,,No churn,0.2903,7189.94
C14054,0,,No churn,0.1611,11615.54
C14055,1,2024-09-27,Network quality,0.6915,19253.49
C14056,0,,No churn,0.371,16510.51
C14057,1,2024-07-21,Other,0.3033,15079.81
C14058,1,2024-10-14,Competitor offer,0.8094,11048.18
C14059,1,2024-07-27,Poor service,0.6631,21804.09
C14060,0,,No churn,0.2854,17508.0
C14061,0,,No churn,0.0757,4182.06
C14062,1,2024-09-25,Competitor offer,0.8587,27529.78
C14063,0,,No churn,0.1754,15108.25
C14064,0,,No churn,0.2015,16235.35
C14065,0,,No churn,0.5811,30905.17
C14066,1,2024-07-21,Network quality,0.5517,20548.5
C14067,1,2024-12-11,Poor service,0.8433,9540.43
C14068,1,2024-10-05,Poor service,0.7913,21242.24
C14069,0,,No churn,0.8857,25365.5
C14070,1,2024-08-24,Network quality,0.3303,17453.35
C14071,1,2024-12-18,Moving,0.2887,4049.38
C14072,0,,No churn,0.1867,10418.54
C14073,1,2024-09-11,Competitor offer,0.5714,12401.83
C14074,1,2024-07-02,Poor service,0.9453,26480.23
C14075,0,,No churn,0.1678,10856.86
C14076,0,,No churn,0.4722,42300.66
C14077,1,2024-08-14,Poor service,0.1845,12045.62
C14078,1,2024-11-19,Price,0.2721,17755.94
C14079,1,2024-07-04,Moving,0.4975,29388.34
C14080,0,,No churn,0.2927,4701.84
C14081,0,,No churn,0.1607,6903.9
C14082,0,,No churn,0.4112,13441.73
C14083,0,,No churn,0.5526,15344.35
C14084,0,,No churn,0.1535,6489.91
C14085,1,2024-11-09,Network quality,0.5352,8073.73
C14086,1,2024-08-04,Price,0.743,25316.85
C14087,0,,No churn,0.1529,8319.82
C14088,0,,No churn,0.3758,8168.84
C14089,0,,No churn,0.8881,40320.84
C14090,0,,No churn,0.6742,19340.4
C14091,1,2024-08-12,Competitor offer,0.8888,27103.15
C14092,1,2024-10-21,Competitor offer,0.3898,12682.71
C14093,0,,No churn,0.2587,16923.63
C14094,0,,No churn,0.5215,38433.89
C14095,0,,No churn,0.3975,13192.91
C14096,0,,No churn,0.2399,8828.84
C14097,1,2024-12-26,Moving,0.7419,6236.77
C14098,0,,No churn,0.2206,7009.72
C14099,0,,No churn,0.3218,12858.15
C14100,0,,No churn,0.7794,17862.43
C14101,0,,No churn,0.3255,6003.5
C14102,1,2024-10-22,Poor service,0.8202,7117.09
C14103,1,2024-12-02,Price,0.1651,8212.95
C14104,1,2024-12-19,Network quality,0.1802,13476.88
C14105,1,2024-09-02,Competitor offer,0.8293,10217.25
C14106,1,2024-08-20,Price,0.2135,9427.79
C14107,0,,No churn,0.1305,3718.36
C14108,1,2024-09-09,Price,0.9246,13389.56
C14109,0,,No churn,0.6504,29484.61
C14110,1,2024-12-22,Network quality,0.459,6030.5
C14111,1,2024-08-10,Price,0.2815,13506.61
C14112,0,,No churn,0.5076,21813.34
C14113,0,,No churn,0.2811,16158.28
C14114,1,2024-11-02,Poor service,0.2378,3752.27
C14115,1,2024-11-10,Price,0.4028,4147.61
C14116,0,,No churn,0.1949,18872.53
C14117,1,2024-11-03,Network quality,0.2201,4521.87
C14118,0,,No churn,0.7831,29529.22
C14119,1,2024-11-10,Moving,0.7029,24054.86
C14120,1,2024-08-21,Price,0.539,27718.25
C14121,1,2024-08-02,Other,0.6598,35913.55
C14122,0,,No churn,0.2821,21071.13
C14123,0,,No churn,0.2746,11614.81
C14124,1,2024-10-18,Price,0.6372,33377.45
C14125,0,,No churn,0.1719,10039.92
C14126,0,,No churn,0.769,25324.19
C14127,0,,No churn,0.1501,14177.41
C14128,0,,No churn,0.4564,14380.64
C14129,1,2024-12-24,Price,0.3602,23350.81
C14130,0,,No churn,0.3391,10516.71
C14131,1,2024-09-09,Network quality,0.4819,14210.18
C14132,0,,No churn,0.4966,22662.88
C14133,0,,No churn,0.1304,7461.06
C14134,1,2024-08-01,Network quality,0.6137,40352.46
C14135,1,2024-10-06,Price,0.5734,7627.11
C14136,0,,No churn,0.5318,20561.21
C14137,1,2024-10-23,Price,0.8014,21425.5
C14138,1,2024-10-28,Competitor offer,0.1394,9826.79
C14139,1,2024-09-06,Competitor offer,0.8041,5331.73
C14140,0,,No churn,0.6209,9053.56
C14141,1,2024-07-11,Network quality,0.2825,8684.54
C14142,0,,No churn,0.4206,18043.79
C14143,1,2024-08-06,Network quality,0.938,16427.6
C14144,0,,No churn,0.5232,6090.83
C14145,0,,No churn,0.1541,7400.04
C14146,0,,No churn,0.5996,27010.82
C14147,0,,No churn,0.4014,13584.8
C14148,1,2024-10-23,Poor service,0.7643,7709.82
C14149,0,,No churn,0.2179,11417.59
C14150,1,2024-12-13,Price,0.729,21875.22
C14151,0,,No churn,0.7176,24608.07
C14152,0,,No churn,0.2783,13672.41
C14153,1,2024-09-21,Competitor offer,0.2181,13702.41
C14154,1,2024-12-02,Price,0.2448,2711.79
C14155,0,,No churn,0.3525,17734.85
C14156,0,,No churn,0.5038,4098.97
C14157,1,2024-12-22,Competitor offer,0.7375,37590.5
C14158,0,,No churn,0.1884,8965.51
C14159,0,,No churn,0.3498,12164.61
C14160,1,2024-08-28,Price,0.6108,9124.8
C14161,1,2024-12-21,Competitor offer,0.279,3517.63
C14162,0,,No churn,0.2651,9672.33
C14163,0,,No churn,0.2402,7548.02
C14164,0,,No churn,0.116,7594.64
C14165,0,,No churn,0.1028,6678.8
C14166,0,,No churn,0.2426,3638.1
C14167,0,,No churn,0.2136,7413.36
C14168,0,,No churn,0.2926,18666.91
C14169,1,2024-12-20,Other,0.8071,30163.41
C14170,0,,No churn,0.2091,13750.17
C14171,1,2024-08-12,Other,0.2452,22206.94
C14172,0,,No churn,0.2748,8930.04
C14173,0,,No churn,0.337,6609.42
C14174,0,,No churn,0.7142,28952.99
C14175,1,2024-10-24,Price,0.4623,26090.57
C14176,1,2024-10-03,Price,0.8318,15011.78
C14177,1,2024-07-06,Poor service,0.2788,9197.67
C14178,0,,No churn,0.8337,15554.94
C14179,0,,No churn,0.3659,6252.43
C14180,0,,No churn,0.1683,6909.18
C14181,0,,No churn,0.3525,25651.31
C14182,0,,No churn,0.1031,5337.34
C14183,0,,No churn,0.1372,6747.64
C14184,0,,No churn,0.1264,18306.73
C14185,1,2024-08-06,Price,0.4735,21417.0
C14186,1,2024-11-16,Price,0.6819,21189.37
C14187,0,,No churn,0.0681,7800.04
C14188,1,2024-10-06,Network quality,0.762,26884.27
C14189,1,2024-11-18,Moving,0.8361,13897.73
C14190,0,,No churn,0.3162,13531.91
C14191,0,,No churn,0.1882,7450.47
C14192,0,,No churn,0.2501,3904.04
C14193,0,,No churn,0.1918,8490.15
C14194,1,2024-08-26,Competitor offer,0.4484,5755.33
C14195,1,2024-08-10,Network quality,0.8118,19078.13
C14196,1,2024-11-26,Other,0.8294,29213.03
C14197,0,,No churn,0.4356,7809.45
C14198,0,,No churn,0.1697,14589.43
C14199,0,,No churn,0.3048,13666.06
C14200,1,2024-11-19,Moving,0.8499,24221.82
C14201,1,2024-09-01,Other,0.7289,12676.56
C14202,0,,No churn,0.3228,21975.3
C14203,1,2024-10-11,Price,0.548,7496.98
C14204,0,,No churn,0.632,13553.46
C14205,1,2024-07-07,Poor service,0.8573,10000.16
C14206,1,2024-11-20,Moving,0.8315,34506.1
C14207,0,,No churn,0.23,12739.91
C14208,0,,No churn,0.3167,6757.0
C14209,1,2024-12-06,Competitor offer,0.9011,25631.2
C14210,0,,No churn,0.1996,8484.3
C14211,0,,No churn,0.3714,21565.44
C14212,1,2024-11-13,Price,0.7813,39991.84
C14213,0,,No churn,0.1325,7437.73
C14214,0,,No churn,0.5006,17347.69
C14215,0,,No churn,0.5142,6779.08
C14216,0,,No churn,0.081,10526.9
C14217,0,,No churn,0.3539,11185.92
C14218,0,,No churn,0.1661,26481.52
C14219,1,2024-10-13,Poor service,0.5895,17729.06
C14220,1,2024-10-19,Network quality,0.4651,11818.14
C14221,0,,No churn,0.3592,3195.06
C14222,0,,No churn,0.7069,16433.32
C14223,1,2024-07-04,Other,0.7383,11042.37
C14224,1,2024-09-10,Other,0.3572,12114.05
C14225,0,,No churn,0.4708,11607.25
C14226,1,2024-09-20,Other,0.478,16862.04
C14227,0,,No churn,0.248,14875.26
C14228,0,,No churn,0.533,6941.94
C14229,0,,No churn,0.205,11654.3
C14230,0,,No churn,0.6004,5565.34
C14231,0,,No churn,0.2839,13787.02
C14232,0,,No churn,0.0815,11566.11
C14233,0,,No churn,0.2138,17423.64
C14234,0,,No churn,0.5665,9486.97
C14235,1,2024-12-18,Network quality,0.2718,17325.32
C14236,0,,No churn,0.2109,8201.46
C14237,0,,No churn,0.2626,27175.65
C14238,0,,No churn,0.464,9629.22
C14239,1,2024-12-07,Network quality,0.7936,35337.02
C14240,1,2024-10-16,Price,0.3897,5377.02
C14241,1,2024-11-20,Competitor offer,0.8548,19041.1
C14242,1,2024-08-17,Competitor offer,0.8643,17546.4
C14243,0,,No churn,0.4096,15306.55
C14244,0,,No churn,0.274,17540.49
C14245,1,2024-08-28,Price,0.7544,32634.26
C14246,1,2024-10-17,Poor service,0.6187,26480.26
C14247,0,,No churn,0.1082,6645.58
C14248,0,,No churn,0.0568,10439.6
C14249,0,,No churn,0.1164,9578.59
C14250,0,,No churn,0.7256,16945.96
C14251,0,,No churn,0.3158,12498.88
C14252,0,,No churn,0.2226,20313.0
C14253,1,2024-09-08,Network quality,0.8569,10937.52
C14254,0,,No churn,0.1509,4890.4
C14255,1,2024-12-14,Price,0.7354,18012.63
C14256,0,,No churn,0.0978,5693.47
C14257,0,,No churn,0.2674,15938.42
C14258,1,2024-07-28,Competitor offer,0.8022,8222.11
C14259,1,2024-08-13,Network quality,0.8327,34903.09
C14260,0,,No churn,0.5297,7175.45
C14261,1,2024-11-20,Price,0.5017,28852.62
C14262,1,2024-08-08,Competitor offer,0.7572,22876.12
C14263,0,,No churn,0.3513,6596.95
C14264,0,,No churn,0.2091,13115.79
C14265,0,,No churn,0.0994,11244.53
C14266,1,2024-09-02,Network quality,0.8364,21365.1
C14267,0,,No churn,0.3701,12777.57
C14268,1,2024-09-01,Price,0.7583,8642.53
C14269,0,,No churn,0.3023,13188.94
C14270,0,,No churn,0.4644,4954.81
C14271,1,2024-11-07,Poor service,0.3994,3879.57
C14272,1,2024-09-23,Moving,0.8317,9882.3
C14273,0,,No churn,0.1649,18289.62
C14274,0,,No churn,0.7596,19978.59
C14275,0,,No churn,0.2255,10686.4
C14276,0,,No churn,0.1651,4862.69
C14277,1,2024-10-03,Poor service,0.662,27194.39
C14278,1,2024-08-02,Other,0.7168,13563.65
C14279,1,2024-12-11,Network quality,0.184,4880.44
C14280,1,2024-09-10,Network quality,0.6868,8797.6
C14281,0,,No churn,0.3541,14629.93
C14282,0,,No churn,0.4278,10987.56
C14283,0,,No churn,0.3882,26795.87
C14284,0,,No churn,0.4074,11538.87
C14285,1,2024-12-09,Price,0.4424,34053.99
C14286,0,,No churn,0.255,6273.32
C14287,1,2024-10-08,Price,0.7771,41525.75
C14288,1,2024-09-03,Competitor offer,0.6442,21319.18
C14289,0,,No churn,0.1689,15672.39
C14290,0,,No churn,0.4219,9565.3
C14291,1,2024-11-02,Moving,0.5794,16870.83
C14292,1,2024-08-19,Price,0.4378,40008.08
C14293,0,,No churn,0.1856,10226.71
C14294,0,,No churn,0.0935,5127.63
C14295,1,2024-09-13,Network quality,0.1904,3856.48
C14296,1,2024-08-26,Competitor offer,0.7496,38173.2
C14297,1,2024-09-02,Moving,0.8626,9213.42
C14298,1,2024-07-04,Competitor offer,0.5824,4079.67
C14299,0,,No churn,0.2604,8557.21
C14300,1,2024-12-26,Other,0.8461,12377.46
C14301,1,2024-09-25,Poor service,0.7725,39068.57
C14302,0,,No churn,0.2442,8000.06
C14303,0,,No churn,0.1247,14177.47
C14304,0,,No churn,0.0611,6400.55
C14305,0,,No churn,0.5174,19749.92
C14306,1,2024-10-18,Price,0.6976,8775.64
C14307,0,,No churn,0.2835,6788.07
C14308,1,2024-10-09,Moving,0.7167,24094.34
C14309,1,2024-12-17,Other,0.4021,8172.06
C14310,1,2024-10-17,Poor service,0.5138,22764.62
C14311,0,,No churn,0.2427,18300.6
C14312,0,,No churn,0.1146,5292.54
C14313,1,2024-09-28,Competitor offer,0.8663,28810.15
C14314,0,,No churn,0.3311,9193.39
C14315,0,,No churn,0.4428,15110.0
C14316,0,,No churn,0.1888,9424.86
C14317,0,,No churn,0.1608,12716.72
C14318,0,,No churn,0.1119,7776.25
C14319,1,2024-11-13,Poor service,0.5707,5730.32
C14320,1,2024-11-24,Competitor offer,0.2416,12023.21
C14321,0,,No churn,0.0713,10618.03
C14322,0,,No churn,0.3296,4299.88
C14323,0,,No churn,0.2673,16967.16
C14324,1,2024-07-14,Network quality,0.8864,8374.12
C14325,1,2024-11-15,Competitor offer,0.4028,24403.82
C14326,1,2024-11-04,Poor service,0.5978,22325.06
