sub_id,customer_id,plan_name,internet_service,phone_service,multiple_lines,online_security,tech_support,streaming_tv,device_protection,monthly_charge_egp,total_charge_egp,tenure_months
S14028,C14028,Plus,DSL,Yes,Yes,No,Yes,No,No,307.16,17922.7,58
S14029,C14029,Basic,Fiber,Yes,Yes,Yes,No,No,Yes,255.74,3064.21,12
S14030,C14030,Plus,Fiber,Yes,No,Yes,Yes,Yes,No,408.21,16924.19,42
S14031,C14031,Ultra,5G,Yes,No,Yes,No,No,Yes,643.18,15478.49,24
S14032,C14032,Basic,Fiber,Yes,No,Yes,No,No,No,243.7,6377.39,27
S14033,C14033,Ultra,5G,Yes,No,Yes,Yes,No,No,616.24,29575.87,48
S14034,C14034,Ultra,Fiber,Yes,No,No,Yes,No,No,592.33,10067.3,17
S14035,C14035,Business,Fiber,Yes,No,Yes,No,No,Yes,864.91,27773.18,32
S14036,C14036,Ultra,Fiber,Yes,Yes,No,No,No,Yes,591.37,20087.7,34
S14037,C14037,Plus,DSL,Yes,No,Yes,No,No,No,286.02,15405.16,54
S14038,C14038,Ultra,Fiber,Yes,No,Yes,No,No,No,592.87,18341.17,31
S14039,C14039,Ultra,DSL,Yes,Yes,No,Yes,No,No,504.88,15591.2,31
S14040,C14040,Ultra,5G,Yes,No,Yes,Yes,No,Yes,641.37,25057.54,39
S14041,C14041,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,245.71,11784.57,48
S14042,C14042,Business,5G,Yes,Yes,Yes,Yes,Yes,Yes,805.58,12115.23,15
S14043,C14043,Ultra,DSL,Yes,Yes,Yes,No,No,No,541.55,16234.55,30
S14044,C14044,Plus,Fiber,Yes,No,Yes,No,Yes,Yes,389.0,10257.16,26
S14045,C14045,Basic,5G,Yes,Yes,No,Yes,No,Yes,262.32,15478.23,59
S14046,C14046,Business,Fiber,Yes,Yes,No,No,No,No,826.47,30561.08,37
S14047,C14047,Ultra,5G,Yes,No,No,Yes,Yes,Yes,671.92,33004.58,49
S14048,C14048,Basic,Fiber,Yes,Yes,No,Yes,Yes,Yes,223.58,5947.18,26
S14049,C14049,Basic,5G,No,No phone,Yes,No,Yes,No,298.84,17092.48,57
S14050,C14050,Basic,DSL,Yes,No,No,No,No,No,202.2,11598.24,57
S14051,C14051,Basic,Fiber,Yes,Yes,No,Yes,Yes,No,281.73,14820.92,53
S14052,C14052,Ultra,5G,Yes,No,Yes,No,No,Yes,635.03,20948.81,33
S14053,C14053,Plus,DSL,No,No phone,No,Yes,No,Yes,307.32,8901.42,29
S14054,C14054,Basic,Fiber,Yes,No,No,Yes,Yes,No,271.38,15083.39,55
S14055,C14055,Ultra,Fiber,No,No phone,Yes,Yes,No,Yes,578.86,19058.72,33
S14056,C14056,Plus,DSL,Yes,No,Yes,No,No,No,314.25,17817.93,57
S14057,C14057,Ultra,No Internet,Yes,Yes,No,Yes,Yes,Yes,527.57,15760.45,30
S14058,C14058,Business,5G,Yes,Yes,No,No,Yes,Yes,810.54,10449.34,13
S14059,C14059,Ultra,Fiber,Yes,Yes,No,Yes,No,No,621.36,28562.33,46
S14060,C14060,Plus,5G,Yes,Yes,Yes,No,Yes,Yes,440.25,14063.49,32
S14061,C14061,Basic,Fiber,Yes,No,Yes,No,Yes,No,232.08,5843.68,25
S14062,C14062,Business,DSL,Yes,No,No,No,No,Yes,814.96,21120.74,26
S14063,C14063,Basic,5G,Yes,Yes,No,Yes,No,No,252.51,12754.63,51
S14064,C14064,Basic,5G,Yes,No,No,Yes,Yes,No,281.58,12693.79,45
S14065,C14065,Ultra,Fiber,Yes,No,No,Yes,Yes,No,582.86,24982.52,43
S14066,C14066,Plus,Fiber,Yes,No,No,No,Yes,No,429.03,21151.12,49
S14067,C14067,Business,Fiber,Yes,Yes,No,No,Yes,Yes,810.73,11371.8,14
S14068,C14068,Business,DSL,Yes,No,Yes,No,Yes,No,744.35,23821.17,32
S14069,C14069,Business,No Internet,Yes,No,No,No,No,No,766.9,20837.19,27
S14070,C14070,Plus,Fiber,Yes,No,Yes,Yes,No,Yes,376.92,20724.81,55
S14071,C14071,Basic,5G,Yes,No,No,Yes,No,No,288.44,4409.89,15
S14072,C14072,Basic,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,322.1,14589.9,45
S14073,C14073,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,396.93,10700.91,27
S14074,C14074,Business,Fiber,Yes,Yes,Yes,No,No,No,862.64,35448.96,41
S14075,C14075,Basic,5G,Yes,Yes,Yes,Yes,Yes,Yes,276.85,12003.83,43
S14076,C14076,Business,DSL,Yes,Yes,Yes,Yes,No,No,713.42,32836.81,46
S14077,C14077,Basic,Fiber,Yes,Yes,No,No,No,Yes,287.83,13898.32,48
S14078,C14078,Plus,Fiber,Yes,Yes,No,No,No,Yes,352.05,15779.52,45
S14079,C14079,Ultra,5G,Yes,No,No,Yes,No,No,595.21,33210.05,56
S14080,C14080,Basic,5G,Yes,No,No,Yes,Yes,No,256.32,5269.58,20
S14081,C14081,Basic,5G,Yes,Yes,No,No,No,No,274.01,6820.71,25
S14082,C14082,Plus,Fiber,Yes,Yes,Yes,No,Yes,Yes,408.96,17961.56,44
S14083,C14083,Plus,Fiber,Yes,No,Yes,No,Yes,Yes,398.16,18237.15,46
S14084,C14084,Basic,5G,Yes,Yes,Yes,Yes,No,Yes,224.79,5383.8,24
S14085,C14085,Plus,No Internet,Yes,Yes,Yes,No,No,Yes,348.55,7959.27,23
S14086,C14086,Business,Fiber,Yes,Yes,Yes,No,No,Yes,787.85,26785.11,34
S14087,C14087,Basic,DSL,Yes,Yes,Yes,No,Yes,Yes,211.57,11793.92,56
S14088,C14088,Plus,Fiber,Yes,No,No,Yes,No,Yes,402.17,11320.2,28
S14089,C14089,Business,5G,Yes,Yes,No,Yes,No,No,887.94,32943.39,37
S14090,C14090,Ultra,DSL,Yes,No,Yes,No,No,No,559.85,16812.59,30
S14091,C14091,Business,Fiber,Yes,No,Yes,Yes,Yes,No,817.57,21277.33,26
S14092,C14092,Plus,5G,Yes,No,No,Yes,No,No,406.8,15804.28,39
S14093,C14093,Plus,Fiber,Yes,No,Yes,No,Yes,Yes,347.17,20946.91,60
S14094,C14094,Business,No Internet,Yes,Yes,Yes,Yes,Yes,Yes,756.14,43900.8,58
S14095,C14095,Plus,Fiber,Yes,Yes,Yes,No,No,No,364.78,11738.89,32
S14096,C14096,Basic,Fiber,Yes,No,No,No,Yes,Yes,244.12,11657.79,48
S14097,C14097,Ultra,DSL,Yes,No,Yes,No,No,Yes,507.53,7750.73,15
S14098,C14098,Basic,DSL,Yes,No,Yes,No,No,Yes,211.29,5898.25,28
S14099,C14099,Plus,5G,Yes,Yes,No,Yes,Yes,Yes,428.95,17727.58,41
S14100,C14100,Business,DSL,Yes,Yes,No,No,Yes,Yes,722.06,24673.85,34
S14101,C14101,Basic,DSL,Yes,Yes,No,No,No,No,174.79,8020.59,46
S14102,C14102,Ultra,Fiber,Yes,No,Yes,Yes,No,No,627.8,8229.95,13
S14103,C14103,Basic,No Internet,No,No phone,No,Yes,No,Yes,211.99,8595.54,40
S14104,C14104,Plus,Fiber,Yes,No,Yes,Yes,No,Yes,368.73,15667.43,42
S14105,C14105,Ultra,DSL,Yes,No,Yes,Yes,Yes,Yes,546.41,14315.74,26
S14106,C14106,Basic,Fiber,No,No phone,No,No,Yes,Yes,247.36,10148.17,41
S14107,C14107,Plus,DSL,Yes,Yes,Yes,No,No,Yes,270.2,3489.56,13
S14108,C14108,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,No,587.2,11867.69,20
S14109,C14109,Ultra,5G,Yes,Yes,No,Yes,No,Yes,628.36,23832.2,38
S14110,C14110,Basic,Fiber,Yes,No,Yes,No,No,Yes,326.62,8642.07,26
S14111,C14111,Plus,Fiber,Yes,No,Yes,No,Yes,No,364.8,16425.36,45
S14112,C14112,Plus,5G,Yes,Yes,Yes,No,Yes,Yes,398.92,17159.96,43
S14113,C14113,Plus,Fiber,Yes,No,Yes,No,Yes,No,355.02,15331.99,43
S14114,C14114,Basic,Fiber,No,No phone,Yes,No,Yes,No,225.99,4881.32,21
S14115,C14115,Basic,Fiber,No,No phone,Yes,Yes,Yes,No,271.03,5125.03,19
S14116,C14116,Plus,Fiber,Yes,Yes,No,Yes,No,No,364.57,15732.4,43
S14117,C14117,Basic,Fiber,Yes,Yes,No,Yes,No,No,238.39,4420.61,19
S14118,C14118,Business,Fiber,Yes,No,Yes,No,Yes,Yes,820.55,29522.46,36
S14119,C14119,Ultra,5G,Yes,Yes,Yes,Yes,Yes,Yes,590.9,24049.52,41
S14120,C14120,Ultra,DSL,Yes,Yes,No,No,Yes,No,557.76,29476.81,53
S14121,C14121,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,No,623.78,35592.46,57
S14122,C14122,Plus,No Internet,No,No phone,No,No,No,No,359.54,19021.6,53
S14123,C14123,Basic,DSL,Yes,Yes,No,Yes,No,No,220.24,10463.93,48
S14124,C14124,Ultra,Fiber,Yes,No,No,No,No,Yes,589.17,27765.46,47
S14125,C14125,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,261.43,7943.03,31
S14126,C14126,Ultra,DSL,Yes,Yes,No,Yes,No,Yes,556.35,19920.54,36
S14127,C14127,Plus,DSL,Yes,Yes,No,No,No,Yes,317.21,13885.74,43
S14128,C14128,Plus,Fiber,Yes,Yes,No,No,Yes,Yes,414.23,12395.37,30
S14129,C14129,Ultra,No Internet,Yes,No,Yes,Yes,Yes,Yes,506.83,18774.91,37
S14130,C14130,Basic,Fiber,Yes,Yes,No,No,No,Yes,303.05,13447.95,44
S14131,C14131,Plus,DSL,Yes,No,No,No,No,Yes,368.25,15129.55,41
S14132,C14132,Ultra,Fiber,Yes,Yes,Yes,No,Yes,No,574.7,28678.21,50
S14133,C14133,Basic,5G,Yes,No,No,Yes,Yes,No,251.76,8981.12,36
S14134,C14134,Ultra,Fiber,Yes,No,Yes,No,No,Yes,615.72,33849.59,55
S14135,C14135,Plus,5G,Yes,No,No,No,Yes,No,423.49,6751.62,16
S14136,C14136,Plus,Fiber,Yes,No,No,No,Yes,Yes,396.69,21824.73,55
S14137,C14137,Business,DSL,Yes,No,Yes,Yes,No,Yes,750.42,16363.06,22
S14138,C14138,Basic,5G,Yes,No,Yes,Yes,Yes,No,236.62,7961.67,34
S14139,C14139,Ultra,5G,Yes,No,No,No,No,No,617.84,7467.22,12
S14140,C14140,Ultra,No Internet,Yes,No,Yes,Yes,Yes,No,492.47,10841.0,22
S14141,C14141,Plus,DSL,Yes,No,Yes,Yes,Yes,No,331.79,11607.78,35
S14142,C14142,Basic,5G,Yes,Yes,No,No,No,No,309.11,14402.18,47
S14143,C14143,Business,Fiber,Yes,No,No,Yes,No,No,867.71,16599.82,19
S14144,C14144,Ultra,Fiber,Yes,No,Yes,No,No,No,593.42,8440.25,14
S14145,C14145,Basic,Fiber,Yes,No,No,No,Yes,No,236.77,7972.63,34
S14146,C14146,Ultra,DSL,Yes,No,Yes,No,No,No,617.42,28893.19,47
S14147,C14147,Plus,DSL,Yes,No,Yes,Yes,No,Yes,304.68,15548.66,51
S14148,C14148,Ultra,Fiber,Yes,Yes,No,No,No,Yes,597.28,9997.75,17
S14149,C14149,Basic,5G,Yes,No,Yes,Yes,Yes,No,300.56,10789.44,36
S14150,C14150,Ultra,5G,Yes,No,Yes,Yes,No,Yes,625.91,29432.24,47
S14151,C14151,Ultra,Fiber,Yes,No,No,No,No,Yes,619.2,24866.64,40
S14152,C14152,Basic,5G,Yes,Yes,No,No,Yes,No,282.27,15879.25,56
S14153,C14153,Plus,DSL,Yes,No,Yes,Yes,No,Yes,270.73,12471.69,46
S14154,C14154,Basic,Fiber,Yes,No,Yes,No,No,No,221.94,3060.87,14
S14155,C14155,Ultra,DSL,Yes,No,No,No,No,No,498.33,20985.34,42
S14156,C14156,Plus,DSL,Yes,No,No,No,No,No,333.36,4261.25,13
S14157,C14157,Ultra,5G,No,No phone,Yes,Yes,No,Yes,651.75,33849.41,52
S14158,C14158,Plus,Fiber,Yes,No,No,Yes,Yes,Yes,342.3,11236.54,33
S14159,C14159,Plus,DSL,Yes,Yes,Yes,No,No,Yes,384.68,14844.42,39
S14160,C14160,Ultra,DSL,Yes,Yes,No,Yes,Yes,No,530.31,7905.36,15
S14161,C14161,Basic,5G,Yes,Yes,No,No,Yes,No,268.33,3768.93,14
S14162,C14162,Basic,5G,Yes,No,No,Yes,No,Yes,300.49,8660.1,29
S14163,C14163,Basic,No Internet,Yes,Yes,Yes,No,No,Yes,223.64,7521.52,34
S14164,C14164,Basic,No Internet,Yes,No,No,Yes,Yes,No,154.44,7480.53,49
S14165,C14165,Basic,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,215.23,5552.41,26
S14166,C14166,Basic,DSL,Yes,No,Yes,No,No,Yes,185.52,5074.87,27
S14167,C14167,Basic,DSL,Yes,Yes,Yes,Yes,Yes,No,210.89,7902.21,37
S14168,C14168,Plus,Fiber,Yes,Yes,No,Yes,Yes,No,418.47,17648.64,42
S14169,C14169,Business,DSL,Yes,No,No,No,Yes,No,802.33,31311.98,39
S14170,C14170,Basic,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,246.96,13424.83,54
S14171,C14171,Plus,No Internet,No,No phone,No,Yes,No,No,365.56,21289.4,58
S14172,C14172,Basic,DSL,Yes,No,Yes,Yes,No,No,174.35,8354.42,48
S14173,C14173,Plus,No Internet,Yes,No,No,No,Yes,No,337.42,7136.81,21
S14174,C14174,Ultra,Fiber,Yes,Yes,Yes,No,Yes,No,603.01,26590.08,44
S14175,C14175,Ultra,DSL,Yes,Yes,Yes,No,No,Yes,562.39,24019.0,43
S14176,C14176,Ultra,5G,Yes,Yes,No,No,No,Yes,628.87,18946.31,30
S14177,C14177,Basic,Fiber,Yes,No,Yes,No,No,Yes,268.65,11596.29,43
S14178,C14178,Business,Fiber,Yes,No,No,No,No,Yes,801.78,14514.82,18
S14179,C14179,Basic,5G,No,No phone,Yes,No,Yes,Yes,289.87,8762.98,30
S14180,C14180,Basic,DSL,Yes,No,No,Yes,Yes,Yes,191.52,8395.41,44
S14181,C14181,Ultra,DSL,Yes,No,No,No,No,Yes,503.27,22787.26,45
S14182,C14182,Basic,No Internet,No,No phone,Yes,Yes,No,Yes,141.51,6272.38,45
S14183,C14183,Basic,DSL,No,No phone,No,Yes,Yes,No,203.5,7890.57,38
S14184,C14184,Plus,DSL,Yes,Yes,No,No,Yes,Yes,320.99,18211.68,57
S14185,C14185,Plus,Fiber,No,No phone,No,No,Yes,No,442.1,25108.79,57
S14186,C14186,Ultra,DSL,No,No phone,Yes,Yes,Yes,Yes,549.82,18691.95,34
S14187,C14187,Basic,DSL,No,No phone,No,No,No,No,151.0,6927.51,45
S14188,C14188,Ultra,5G,Yes,Yes,Yes,Yes,No,No,631.18,23547.51,37
S14189,C14189,Business,Fiber,Yes,Yes,Yes,Yes,No,Yes,820.01,18154.77,22
S14190,C14190,Plus,5G,Yes,No,Yes,No,No,Yes,375.46,13012.16,35
S14191,C14191,Basic,DSL,Yes,Yes,No,Yes,No,Yes,186.77,9323.64,50
S14192,C14192,Basic,Fiber,Yes,No,Yes,Yes,Yes,Yes,263.71,5211.68,20
S14193,C14193,Plus,No Internet,Yes,Yes,No,Yes,No,Yes,327.49,10722.05,33
S14194,C14194,Plus,DSL,Yes,Yes,No,Yes,No,Yes,375.06,6035.22,16
S14195,C14195,Ultra,5G,Yes,No,Yes,No,No,Yes,635.37,15217.75,24
S14196,C14196,Business,Fiber,Yes,Yes,No,No,No,Yes,809.7,29975.77,37
S14197,C14197,Basic,No Internet,No,No phone,Yes,No,No,No,225.22,8646.61,38
S14198,C14198,Plus,5G,Yes,Yes,No,Yes,No,No,417.27,12544.38,30
S14199,C14199,Plus,DSL,Yes,No,Yes,No,Yes,Yes,300.28,12263.07,41
S14200,C14200,Business,DSL,Yes,Yes,No,Yes,Yes,Yes,740.02,25960.67,35
S14201,C14201,Ultra,Fiber,No,No phone,No,No,Yes,Yes,574.63,15414.52,27
S14202,C14202,Plus,5G,Yes,Yes,No,No,Yes,No,364.33,17474.8,48
S14203,C14203,Basic,Fiber,Yes,Yes,No,Yes,Yes,No,266.05,8388.47,32
S14204,C14204,Plus,Fiber,Yes,No,No,Yes,No,Yes,373.96,13397.56,36
S14205,C14205,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,No,630.35,12611.11,20
S14206,C14206,Business,Fiber,Yes,Yes,No,No,Yes,No,814.72,30219.76,37
S14207,C14207,Basic,Fiber,Yes,Yes,Yes,Yes,No,Yes,308.58,12594.55,41
S14208,C14208,Basic,DSL,Yes,No,Yes,Yes,Yes,Yes,238.72,5609.45,23
S14209,C14209,Business,Fiber,Yes,Yes,Yes,No,Yes,No,829.92,20036.84,24
S14210,C14210,Basic,Fiber,No,No phone,No,Yes,Yes,Yes,257.59,7183.09,28
S14211,C14211,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,315.47,17093.68,54
S14212,C14212,Business,DSL,Yes,Yes,Yes,Yes,Yes,Yes,744.92,33546.21,45
S14213,C14213,Basic,DSL,Yes,Yes,Yes,No,No,No,177.51,9536.4,54
S14214,C14214,Ultra,No Internet,Yes,Yes,No,Yes,Yes,No,545.99,14168.41,26
S14215,C14215,Plus,Fiber,Yes,No,No,Yes,Yes,Yes,415.56,5835.43,14
S14216,C14216,Basic,DSL,Yes,No,Yes,No,No,No,184.85,8693.01,47
S14217,C14217,Basic,Fiber,Yes,Yes,No,Yes,Yes,No,267.77,12273.87,46
S14218,C14218,Plus,5G,Yes,Yes,No,Yes,Yes,No,440.76,24134.73,55
S14219,C14219,Ultra,Fiber,Yes,Yes,No,No,Yes,Yes,589.12,15339.78,26
S14220,C14220,Basic,5G,Yes,Yes,Yes,Yes,No,No,275.83,10557.87,38
S14221,C14221,Basic,Fiber,Yes,Yes,Yes,No,No,Yes,223.13,3044.0,14
S14222,C14222,Business,DSL,Yes,No,Yes,Yes,No,No,726.36,19740.53,27
S14223,C14223,Ultra,No Internet,Yes,No,No,Yes,Yes,Yes,573.34,14916.82,26
S14224,C14224,Plus,5G,Yes,Yes,No,No,No,Yes,400.16,12084.46,30
S14225,C14225,Plus,Fiber,Yes,No,No,No,Yes,Yes,414.18,9661.2,23
S14226,C14226,Plus,DSL,Yes,Yes,No,Yes,No,Yes,336.85,15184.38,45
S14227,C14227,Plus,5G,Yes,Yes,No,Yes,No,Yes,405.31,13009.36,32
S14228,C14228,Plus,Fiber,Yes,Yes,Yes,Yes,No,Yes,432.72,7668.09,18
S14229,C14229,Basic,Fiber,Yes,No,Yes,Yes,Yes,No,276.53,12398.34,45
S14230,C14230,Ultra,DSL,Yes,Yes,Yes,No,Yes,Yes,487.99,5792.27,12
S14231,C14231,Basic,Fiber,Yes,No,Yes,Yes,No,No,258.6,11212.84,43
S14232,C14232,Basic,No Internet,Yes,Yes,Yes,No,Yes,Yes,197.68,9431.24,48
S14233,C14233,Basic,Fiber,Yes,No,Yes,No,No,No,257.32,14356.72,56
S14234,C14234,Plus,DSL,Yes,Yes,Yes,Yes,Yes,Yes,335.44,12419.79,37
S14235,C14235,Plus,5G,Yes,Yes,No,No,Yes,No,433.42,15700.72,36
S14236,C14236,Basic,Fiber,Yes,Yes,No,No,Yes,Yes,268.32,6341.36,24
S14237,C14237,Plus,Fiber,No,No phone,No,Yes,No,No,394.92,22232.12,56
S14238,C14238,Basic,5G,Yes,No,Yes,Yes,No,No,321.01,9547.74,30
S14239,C14239,Ultra,5G,No,No phone,No,No,No,Yes,640.73,30847.92,48
S14240,C14240,Basic,Fiber,No,No phone,No,Yes,No,Yes,257.94,5987.59,23
S14241,C14241,Business,DSL,Yes,No,No,Yes,Yes,No,790.19,14943.28,19
S14242,C14242,Business,DSL,Yes,No,No,No,Yes,Yes,770.25,14000.38,18
S14243,C14243,Ultra,No Internet,Yes,Yes,No,Yes,No,No,538.78,14011.59,26
S14244,C14244,Plus,No Internet,Yes,No,Yes,Yes,No,No,301.38,14586.87,49
S14245,C14245,Business,5G,No,No phone,No,No,No,No,872.81,39303.98,45
S14246,C14246,Ultra,DSL,No,No phone,Yes,No,No,No,579.59,33062.93,57
S14247,C14247,Basic,DSL,Yes,No,Yes,No,Yes,Yes,159.54,7022.0,43
S14248,C14248,Basic,DSL,Yes,Yes,No,No,Yes,Yes,156.41,8821.68,57
S14249,C14249,Basic,Fiber,Yes,No,Yes,Yes,Yes,Yes,214.06,10209.13,47
S14250,C14250,Business,DSL,Yes,No,No,Yes,Yes,No,785.56,22034.63,28
S14251,C14251,Plus,Fiber,Yes,No,Yes,Yes,No,No,375.61,14424.44,38
S14252,C14252,Plus,Fiber,Yes,Yes,No,No,Yes,Yes,357.42,20950.27,59
S14253,C14253,Ultra,DSL,Yes,Yes,No,Yes,No,No,539.97,9597.87,18
S14254,C14254,Basic,Fiber,Yes,Yes,No,Yes,No,No,225.65,6093.29,27
S14255,C14255,Ultra,Fiber,Yes,No,Yes,No,Yes,No,637.32,21741.59,34
S14256,C14256,Basic,DSL,Yes,No,No,Yes,No,Yes,189.22,6249.31,33
S14257,C14257,Plus,No Internet,Yes,No,No,No,No,No,349.96,17996.49,51
S14258,C14258,Ultra,5G,Yes,No,Yes,No,No,No,590.15,10034.97,17
S14259,C14259,Ultra,Fiber,Yes,No,Yes,No,Yes,Yes,621.59,31121.49,50
S14260,C14260,Ultra,No Internet,Yes,No,No,No,No,Yes,511.72,6635.38,13
S14261,C14261,Ultra,5G,Yes,No,Yes,Yes,No,Yes,610.69,27980.72,46
S14262,C14262,Ultra,5G,Yes,No,Yes,Yes,Yes,No,620.36,24207.4,39
S14263,C14263,Basic,Fiber,Yes,Yes,Yes,No,Yes,No,268.05,5267.09,20
S14264,C14264,Plus,DSL,Yes,Yes,Yes,Yes,Yes,Yes,305.28,13769.26,45
S14265,C14265,Basic,DSL,Yes,No,No,Yes,No,No,191.13,10300.07,53
S14266,C14266,Business,Fiber,Yes,No,Yes,No,Yes,No,811.12,19618.61,24
S14267,C14267,Plus,No Internet,Yes,No,Yes,Yes,No,Yes,322.35,10086.35,31
S14268,C14268,Ultra,Fiber,Yes,No,No,Yes,No,No,591.29,11249.9,19
S14269,C14269,Plus,5G,Yes,No,Yes,No,No,Yes,384.56,12296.83,32
S14270,C14270,Plus,Fiber,Yes,No,No,Yes,No,No,400.27,5231.86,13
S14271,C14271,Basic,No Internet,Yes,Yes,No,No,No,Yes,228.2,3390.54,15
S14272,C14272,Ultra,Fiber,No,No phone,No,No,No,Yes,612.31,12884.74,21
S14273,C14273,Plus,DSL,Yes,No,Yes,No,No,Yes,314.3,17955.26,57
S14274,C14274,Ultra,5G,Yes,Yes,Yes,Yes,No,Yes,623.3,19118.01,31
S14275,C14275,Plus,Fiber,Yes,No,No,Yes,Yes,No,358.07,9039.49,25
S14276,C14276,Basic,DSL,Yes,No,No,No,Yes,Yes,186.15,6201.3,33
S14277,C14277,Ultra,5G,Yes,No,No,Yes,Yes,Yes,625.98,28684.33,46
S14278,C14278,Ultra,Fiber,Yes,No,Yes,No,No,Yes,597.55,12449.95,21
S14279,C14279,Basic,Fiber,Yes,No,No,Yes,Yes,Yes,247.0,5716.6,23
S14280,C14280,Plus,Fiber,Yes,No,Yes,No,Yes,Yes,418.25,12533.15,30
S14281,C14281,Plus,5G,Yes,No,No,Yes,No,No,400.06,11955.04,30
S14282,C14282,Plus,Fiber,Yes,Yes,No,Yes,Yes,No,348.91,14375.45,41
S14283,C14283,Ultra,5G,Yes,No,Yes,No,No,No,591.25,30174.68,51
S14284,C14284,Ultra,DSL,Yes,Yes,No,No,Yes,No,499.6,13421.27,27
S14285,C14285,Ultra,Fiber,Yes,Yes,Yes,No,No,No,559.9,30922.59,55
S14286,C14286,Plus,5G,Yes,Yes,Yes,No,Yes,Yes,359.45,5794.75,16
S14287,C14287,Business,5G,Yes,No,Yes,No,No,No,853.57,34943.72,41
S14288,C14288,Ultra,5G,Yes,No,No,No,Yes,Yes,611.29,23806.69,39
S14289,C14289,Basic,5G,Yes,No,Yes,No,No,Yes,287.13,16533.32,58
S14290,C14290,Plus,Fiber,Yes,Yes,Yes,Yes,No,Yes,368.79,13661.78,37
S14291,C14291,Plus,Fiber,Yes,No,Yes,No,Yes,No,407.26,15969.67,39
S14292,C14292,Ultra,Fiber,Yes,Yes,No,No,Yes,No,536.8,32141.26,60
S14293,C14293,Basic,DSL,No,No phone,No,Yes,No,No,211.51,11501.02,55
S14294,C14294,Basic,DSL,Yes,No,No,Yes,No,Yes,183.26,5871.11,32
S14295,C14295,Basic,Fiber,Yes,No,No,No,No,No,251.09,3291.26,13
S14296,C14296,Ultra,DSL,Yes,No,Yes,No,Yes,Yes,541.39,30371.02,56
S14297,C14297,Ultra,5G,Yes,Yes,No,No,No,Yes,668.61,7178.35,11
S14298,C14298,Plus,DSL,Yes,Yes,Yes,No,No,Yes,334.33,4734.43,14
S14299,C14299,Plus,DSL,Yes,Yes,No,No,Yes,No,319.3,8684.49,27
S14300,C14300,Business,DSL,Yes,Yes,Yes,Yes,Yes,Yes,752.57,12017.05,16
S14301,C14301,Business,No Internet,Yes,Yes,Yes,No,Yes,Yes,760.18,33365.37,44
S14302,C14302,Basic,5G,Yes,Yes,Yes,Yes,Yes,No,300.86,9337.19,31
S14303,C14303,Plus,No Internet,No,No phone,No,No,No,Yes,325.35,16323.85,50
S14304,C14304,Basic,DSL,Yes,No,No,No,Yes,No,136.46,5117.14,38
S14305,C14305,Ultra,DSL,Yes,Yes,Yes,No,No,No,519.43,16568.15,32
S14306,C14306,Ultra,DSL,Yes,No,No,No,Yes,Yes,589.5,9446.89,16
S14307,C14307,Basic,Fiber,No,No phone,No,Yes,No,No,281.24,6881.73,25
S14308,C14308,Ultra,No Internet,Yes,Yes,Yes,No,Yes,No,544.48,20094.31,37
S14309,C14309,Basic,DSL,No,No phone,No,Yes,Yes,No,195.35,7809.15,40
S14310,C14310,Plus,5G,Yes,Yes,Yes,Yes,No,Yes,482.4,19740.1,41
S14311,C14311,Basic,5G,Yes,Yes,No,Yes,No,Yes,287.66,14743.29,51
S14312,C14312,Basic,No Internet,No,No phone,No,No,No,No,192.14,4157.36,22
S14313,C14313,Business,DSL,Yes,No,Yes,No,Yes,Yes,784.04,27525.22,35
S14314,C14314,Plus,Fiber,Yes,No,No,Yes,Yes,Yes,400.62,9945.66,25
S14315,C14315,Plus,5G,Yes,Yes,No,No,No,Yes,463.66,21453.14,46
S14316,C14316,Plus,Fiber,Yes,Yes,No,Yes,No,No,386.24,12325.2,32
S14317,C14317,Basic,Fiber,No,No phone,Yes,Yes,Yes,Yes,267.12,14515.76,54
S14318,C14318,Basic,No Internet,Yes,Yes,No,Yes,Yes,No,172.01,7093.6,41
S14319,C14319,Ultra,Fiber,Yes,No,Yes,Yes,Yes,Yes,590.3,7785.62,13
S14320,C14320,Plus,No Internet,Yes,Yes,No,Yes,No,No,339.93,12794.22,38
S14321,C14321,Basic,No Internet,Yes,Yes,Yes,Yes,Yes,No,164.07,9746.79,60
S14322,C14322,Basic,Fiber,No,No phone,No,No,Yes,Yes,269.1,3687.47,14
S14323,C14323,Plus,5G,Yes,No,No,No,No,No,425.31,23721.03,56
S14324,C14324,Ultra,No Internet,Yes,Yes,Yes,No,Yes,Yes,542.89,7523.19,14
S14325,C14325,Ultra,5G,No,No phone,Yes,Yes,Yes,Yes,647.25,32997.87,51
S14326,C14326,Plus,5G,Yes,Yes,Yes,Yes,No,Yes,480.45,20564.34,43
S14327,C14327,Business,Fiber,Yes,No,No,Yes,No,No,856.77,37766.23,44
S14328,C14328,Plus,Fiber,Yes,Yes,Yes,No,Yes,No,407.01,18268.82,45
