customer_id,gender,age,city,region,join_date,contract_type,payment_method,senior_citizen,partner,dependents,paperless_billing
C14316,Male,56,Assiut,Upper Egypt,2022-02-10,Two year,Bank transfer,No,No,Yes,Yes
C14317,Male,26,Tanta,Delta,2020-05-20,Month-to-month,Bank transfer,No,No,Yes,No
C14318,Male,57,Alexandria,Delta,2021-08-18,Two year,Credit card,No,No,Yes,Yes
C14319,Male,44,Hurghada,Red Sea,2023-11-04,One year,Mailed check,No,Yes,No,Yes
C14320,Male,37,Aswan,Upper Egypt,2021-07-01,One year,Credit card,No,No,No,Yes
C14321,Male,41,Luxor,Upper Egypt,2020-01-10,Two year,Electronic check,No,Yes,No,Yes
C14322,Female,40,Luxor,Upper Egypt,2023-11-07,Month-to-month,Bank transfer,No,No,No,Yes
C14323,Male,59,Tanta,Delta,2020-02-16,Month-to-month,Bank transfer,No,Yes,No,Yes
C14324,Female,26,Mansoura,Delta,2023-08-22,Month-to-month,Electronic check,Yes,No,Yes,No
C14325,Female,31,Tanta,Delta,2020-09-23,One year,Credit card,Yes,Yes,No,No
C14326,Female,56,Luxor,Upper Egypt,2021-06-05,Month-to-month,Electronic check,Yes,Yes,No,No
C14327,Female,33,Aswan,Upper Egypt,2021-05-29,Month-to-month,Mailed check,No,Yes,No,No
C14328,Male,54,Suez,Suez,2021-05-17,Month-to-month,Credit card,No,No,No,Yes
C14329,Female,65,Alexandria,Delta,2023-10-15,One year,Mailed check,No,Yes,Yes,Yes
C14330,Female,36,Assiut,Upper Egypt,2022-02-19,One year,Electronic check,No,No,Yes,No
C14331,Female,51,Hurghada,Red Sea,2020-11-30,Month-to-month,Mailed check,No,Yes,No,Yes
C14332,Female,25,Giza,Greater Cairo,2022-12-26,Month-to-month,Bank transfer,No,No,No,Yes
C14333,Female,52,Port Said,Suez,2020-03-08,Month-to-month,Credit card,No,Yes,Yes,Yes
C14334,Female,44,Aswan,Upper Egypt,2020-06-14,One year,Electronic check,Yes,No,No,No
C14335,Male,48,Alexandria,Delta,2022-03-02,One year,Bank transfer,No,Yes,No,Yes
C14336,Female,32,Giza,Greater Cairo,2023-08-08,Month-to-month,Electronic check,Yes,Yes,Yes,No
C14337,Male,18,Port Said,Suez,2022-06-02,Two year,Bank transfer,No,Yes,No,Yes
C14338,Female,49,Hurghada,Red Sea,2021-06-10,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes
C14339,Male,18,Mansoura,Delta,2020-01-04,One year,Mailed check,No,No,Yes,Yes
C14340,Male,37,Ismailia,Suez,2023-01-23,Month-to-month,Bank transfer,No,No,Yes,Yes
C14341,Female,55,Alexandria,Delta,2020-09-29,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C14342,Female,44,Aswan,Upper Egypt,2022-09-03,Month-to-month,Electronic check,No,No,No,Yes
C14343,Male,69,Alexandria,Delta,2020-08-06,One year,Bank transfer,No,Yes,Yes,Yes
C14344,Female,56,Port Said,Suez,2021-09-24,Month-to-month,Electronic check,No,Yes,Yes,Yes
C14345,Female,32,Hurghada,Red Sea,2022-12-30,Month-to-month,Credit card,No,Yes,Yes,Yes
C14346,Female,42,Aswan,Upper Egypt,2021-11-09,Two year,Bank transfer,No,Yes,No,Yes
C14347,Female,41,Aswan,Upper Egypt,2022-08-30,Month-to-month,Mailed check,No,Yes,Yes,Yes
C14348,Male,19,Alexandria,Delta,2023-08-14,One year,Electronic check,No,No,No,Yes
C14349,Female,28,Hurghada,Red Sea,2023-09-24,One year,Mailed check,No,No,No,Yes
C14350,Male,34,Port Said,Suez,2023-03-12,Month-to-month,Mailed check,No,Yes,Yes,No
C14351,Female,18,Suez,Suez,2021-08-18,One year,Electronic check,No,Yes,Yes,Yes
C14352,Female,42,Hurghada,Red Sea,2022-06-16,Month-to-month,Credit card,No,Yes,Yes,Yes
C14353,Female,38,Tanta,Delta,2022-10-09,Month-to-month,Mailed check,No,Yes,No,No
C14354,Female,18,Mansoura,Delta,2023-02-26,Two year,Credit card,No,Yes,No,Yes
C14355,Male,47,Alexandria,Delta,2020-02-11,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes
C14356,Male,52,Port Said,Suez,2022-04-15,One year,Bank transfer,No,No,Yes,Yes
C14357,Female,45,Suez,Suez,2021-11-27,Month-to-month,Credit card,No,Yes,No,Yes
C14358,Male,37,Ismailia,Suez,2022-11-13,Month-to-month,Bank transfer,No,No,No,No
C14359,Female,50,Alexandria,Delta,2023-09-11,Month-to-month,Credit card,No,No,No,Yes
C14360,Male,51,Suez,Suez,2021-09-01,Two year,Electronic check,Yes,No,Yes,Yes
C14361,Female,46,Alexandria,Delta,2021-11-10,Month-to-month,Bank transfer,No,No,Yes,Yes
C14362,Male,30,Assiut,Upper Egypt,2021-04-20,Two year,Mailed check,No,No,No,Yes
C14363,Female,45,Hurghada,Red Sea,2020-09-23,Month-to-month,Credit card,No,No,No,Yes
C14364,Male,58,Cairo,Greater Cairo,2021-09-05,One year,Bank transfer,No,No,Yes,Yes
C14365,Female,33,Giza,Greater Cairo,2023-07-13,Two year,Bank transfer,No,Yes,No,Yes
C14366,Male,71,Aswan,Upper Egypt,2021-06-25,Two year,Mailed check,No,No,No,No
C14367,Female,34,Aswan,Upper Egypt,2020-11-06,One year,Credit card,No,No,Yes,Yes
C14368,Male,42,Mansoura,Delta,2021-04-16,Month-to-month,Mailed check,No,Yes,Yes,Yes
C14369,Female,32,Tanta,Delta,2022-03-03,Two year,Credit card,No,Yes,No,Yes
C14370,Female,45,Hurghada,Red Sea,2022-02-16,Month-to-month,Electronic check,Yes,Yes,Yes,Yes
C14371,Male,18,Port Said,Suez,2023-11-11,Month-to-month,Bank transfer,No,No,No,No
C14372,Female,34,Hurghada,Red Sea,2023-10-21,Two year,Electronic check,No,Yes,No,Yes
C14373,Male,26,Ismailia,Suez,2022-04-09,One year,Electronic check,No,No,Yes,No
C14374,Female,43,Assiut,Upper Egypt,2022-03-18,One year,Electronic check,No,Yes,No,Yes
C14375,Female,55,Luxor,Upper Egypt,2022-04-01,Month-to-month,Electronic check,No,Yes,No,Yes
C14376,Male,51,Cairo,Greater Cairo,2022-01-04,One year,Mailed check,Yes,No,Yes,No
C14377,Male,18,Giza,Greater Cairo,2021-02-22,One year,Mailed check,No,Yes,No,Yes
C14378,Male,70,Suez,Suez,2022-05-01,Month-to-month,Electronic check,No,Yes,No,Yes
C14379,Female,46,Aswan,Upper Egypt,2022-08-01,Month-to-month,Electronic check,No,Yes,No,Yes
C14380,Male,31,Hurghada,Red Sea,2023-04-18,Two year,Mailed check,No,Yes,No,Yes
C14381,Male,44,Aswan,Upper Egypt,2020-01-20,Month-to-month,Electronic check,No,Yes,Yes,No
C14382,Female,44,Port Said,Suez,2023-03-17,Month-to-month,Credit card,No,Yes,Yes,Yes
C14383,Female,32,Giza,Greater Cairo,2022-01-06,Month-to-month,Electronic check,Yes,Yes,No,Yes
C14384,Female,44,Giza,Greater Cairo,2023-04-24,Month-to-month,Mailed check,Yes,No,No,Yes
C14385,Male,33,Alexandria,Delta,2021-03-26,One year,Mailed check,Yes,No,No,Yes
C14386,Female,36,Tanta,Delta,2020-01-12,One year,Electronic check,Yes,Yes,Yes,No
C14387,Female,32,Alexandria,Delta,2023-01-17,Two year,Bank transfer,No,No,Yes,Yes
C14388,Female,21,Mansoura,Delta,2022-09-19,Two year,Mailed check,No,No,No,Yes
C14389,Female,44,Assiut,Upper Egypt,2020-03-10,Month-to-month,Electronic check,No,Yes,Yes,No
C14390,Male,50,Port Said,Suez,2021-12-24,One year,Electronic check,No,No,No,Yes
C14391,Female,49,Assiut,Upper Egypt,2020-02-22,One year,Electronic check,Yes,Yes,No,Yes
C14392,Male,53,Cairo,Greater Cairo,2023-02-25,Two year,Bank transfer,No,No,No,Yes
C14393,Female,46,Mansoura,Delta,2022-10-20,Month-to-month,Bank transfer,No,No,No,Yes
C14394,Female,34,Ismailia,Suez,2021-08-28,Month-to-month,Electronic check,No,Yes,No,No
C14395,Female,53,Mansoura,Delta,2023-03-21,Month-to-month,Electronic check,No,Yes,Yes,No
C14396,Female,22,Alexandria,Delta,2022-10-25,Month-to-month,Credit card,No,Yes,Yes,Yes
C14397,Male,29,Port Said,Suez,2023-08-01,Month-to-month,Electronic check,No,No,Yes,Yes
C14398,Female,28,Cairo,Greater Cairo,2021-10-16,Two year,Electronic check,No,No,Yes,Yes
C14399,Female,57,Alexandria,Delta,2023-05-03,Month-to-month,Mailed check,No,No,Yes,No
C14400,Female,55,Luxor,Upper Egypt,2020-02-02,One year,Bank transfer,No,Yes,Yes,Yes
C14401,Female,48,Aswan,Upper Egypt,2021-04-19,Month-to-month,Mailed check,No,No,No,No
C14402,Female,57,Ismailia,Suez,2022-01-11,Month-to-month,Electronic check,No,No,No,Yes
C14403,Female,29,Giza,Greater Cairo,2022-06-10,Month-to-month,Bank transfer,No,No,No,Yes
C14404,Female,46,Mansoura,Delta,2021-04-30,Month-to-month,Electronic check,Yes,No,No,Yes
C14405,Female,40,Giza,Greater Cairo,2023-06-25,Month-to-month,Bank transfer,No,No,No,Yes
C14406,Male,53,Alexandria,Delta,2021-01-18,Two year,Electronic check,No,Yes,No,Yes
C14407,Female,40,Mansoura,Delta,2021-12-19,One year,Mailed check,No,No,No,Yes
C14408,Male,36,Suez,Suez,2021-04-03,Month-to-month,Credit card,No,Yes,No,Yes
C14409,Male,49,Tanta,Delta,2023-06-03,Month-to-month,Credit card,No,No,No,Yes
C14410,Female,54,Tanta,Delta,2022-01-24,One year,Mailed check,No,Yes,No,No
C14411,Male,32,Port Said,Suez,2021-01-15,One year,Electronic check,No,Yes,No,Yes
C14412,Female,41,Ismailia,Suez,2022-08-21,Month-to-month,Credit card,Yes,No,Yes,Yes
C14413,Female,27,Tanta,Delta,2020-04-07,One year,Mailed check,No,Yes,No,No
C14414,Female,18,Cairo,Greater Cairo,2023-03-11,Month-to-month,Bank transfer,No,No,No,No
C14415,Male,44,Ismailia,Suez,2023-08-09,Month-to-month,Credit card,No,No,Yes,Yes
C14416,Male,50,Suez,Suez,2020-02-25,One year,Electronic check,No,Yes,Yes,Yes
C14417,Male,45,Luxor,Upper Egypt,2021-12-29,Month-to-month,Mailed check,No,No,Yes,Yes
C14418,Female,18,Ismailia,Suez,2020-06-09,One year,Mailed check,Yes,No,No,Yes
C14419,Female,37,Alexandria,Delta,2021-07-23,Two year,Electronic check,Yes,No,Yes,No
C14420,Female,18,Cairo,Greater Cairo,2022-10-10,Month-to-month,Electronic check,No,Yes,No,Yes
C14421,Female,61,Assiut,Upper Egypt,2023-06-20,One year,Electronic check,No,No,Yes,Yes
C14422,Male,26,Assiut,Upper Egypt,2020-06-17,One year,Credit card,No,No,No,Yes
C14423,Male,59,Port Said,Suez,2020-08-06,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C14424,Female,55,Tanta,Delta,2022-07-10,One year,Credit card,No,Yes,No,No
C14425,Male,29,Mansoura,Delta,2020-06-21,Month-to-month,Electronic check,No,No,Yes,Yes
C14426,Female,26,Port Said,Suez,2021-03-17,Month-to-month,Bank transfer,No,Yes,No,Yes
C14427,Male,46,Luxor,Upper Egypt,2022-06-26,Month-to-month,Bank transfer,No,No,Yes,No
C14428,Female,30,Aswan,Upper Egypt,2022-01-30,Two year,Mailed check,No,Yes,No,Yes
C14429,Male,43,Assiut,Upper Egypt,2023-08-01,One year,Mailed check,No,Yes,No,No
C14430,Female,35,Cairo,Greater Cairo,2021-01-01,Month-to-month,Credit card,No,Yes,Yes,Yes
C14431,Female,18,Assiut,Upper Egypt,2022-12-18,Month-to-month,Electronic check,No,No,No,No
C14432,Male,18,Cairo,Greater Cairo,2022-12-14,Month-to-month,Electronic check,Yes,No,Yes,Yes
C14433,Female,45,Hurghada,Red Sea,2021-09-12,One year,Electronic check,No,Yes,No,Yes
C14434,Male,34,Giza,Greater Cairo,2021-12-04,One year,Bank transfer,No,Yes,Yes,Yes
C14435,Male,34,Hurghada,Red Sea,2021-07-18,Month-to-month,Bank transfer,Yes,Yes,No,Yes
C14436,Female,51,Cairo,Greater Cairo,2023-08-05,One year,Electronic check,No,Yes,No,No
C14437,Male,58,Ismailia,Suez,2022-02-26,Month-to-month,Credit card,No,No,No,Yes
C14438,Male,38,Ismailia,Suez,2021-04-06,One year,Mailed check,No,No,No,Yes
C14439,Male,37,Mansoura,Delta,2022-01-13,Month-to-month,Mailed check,No,No,Yes,Yes
C14440,Male,49,Tanta,Delta,2021-12-16,Month-to-month,Credit card,No,Yes,No,Yes
C14441,Female,23,Luxor,Upper Egypt,2023-12-09,Month-to-month,Bank transfer,No,Yes,No,Yes
C14442,Male,45,Mansoura,Delta,2023-12-07,Two year,Credit card,No,No,No,Yes
C14443,Female,49,Giza,Greater Cairo,2021-09-09,Month-to-month,Bank transfer,Yes,No,Yes,Yes
C14444,Female,51,Tanta,Delta,2020-05-30,Month-to-month,Electronic check,No,Yes,No,No
C14445,Male,18,Tanta,Delta,2020-02-06,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C14446,Female,31,Cairo,Greater Cairo,2020-07-26,Month-to-month,Electronic check,No,No,Yes,Yes
C14447,Male,29,Giza,Greater Cairo,2020-11-13,Two year,Electronic check,Yes,No,No,Yes
C14448,Female,43,Luxor,Upper Egypt,2020-12-18,One year,Electronic check,No,No,No,No
C14449,Female,48,Aswan,Upper Egypt,2021-07-27,Month-to-month,Bank transfer,No,No,Yes,Yes
C14450,Male,62,Ismailia,Suez,2021-03-27,Month-to-month,Electronic check,No,No,Yes,No
C14451,Male,35,Luxor,Upper Egypt,2020-06-17,Month-to-month,Credit card,No,Yes,No,Yes
C14452,Female,35,Mansoura,Delta,2020-08-02,Month-to-month,Mailed check,No,No,Yes,Yes
C14453,Female,58,Hurghada,Red Sea,2023-05-05,Month-to-month,Credit card,No,Yes,Yes,No
C14454,Female,46,Port Said,Suez,2020-04-01,Month-to-month,Mailed check,No,Yes,Yes,Yes
C14455,Male,59,Aswan,Upper Egypt,2021-05-19,One year,Credit card,No,No,Yes,No
C14456,Female,46,Cairo,Greater Cairo,2023-12-14,Two year,Electronic check,No,No,No,Yes
C14457,Female,25,Cairo,Greater Cairo,2020-12-14,Month-to-month,Electronic check,No,No,Yes,Yes
C14458,Female,23,Luxor,Upper Egypt,2020-06-25,One year,Electronic check,No,Yes,Yes,Yes
C14459,Female,20,Giza,Greater Cairo,2023-11-09,Month-to-month,Electronic check,Yes,No,No,No
C14460,Female,51,Alexandria,Delta,2022-09-12,Month-to-month,Mailed check,No,Yes,No,Yes
C14461,Male,58,Hurghada,Red Sea,2020-01-28,Month-to-month,Mailed check,Yes,Yes,Yes,Yes
C14462,Male,67,Ismailia,Suez,2023-06-20,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes
C14463,Male,53,Aswan,Upper Egypt,2021-05-21,Month-to-month,Credit card,Yes,No,No,Yes
C14464,Female,58,Suez,Suez,2021-11-18,Two year,Credit card,No,No,No,Yes
C14465,Female,33,Ismailia,Suez,2023-12-17,Month-to-month,Electronic check,No,No,No,Yes
C14466,Male,25,Giza,Greater Cairo,2021-02-16,Month-to-month,Mailed check,No,Yes,No,Yes
C14467,Female,53,Hurghada,Red Sea,2023-05-21,Two year,Electronic check,No,Yes,No,Yes
C14468,Female,47,Ismailia,Suez,2022-10-23,Month-to-month,Electronic check,No,No,Yes,No
C14469,Male,43,Giza,Greater Cairo,2022-09-17,Month-to-month,Electronic check,No,Yes,Yes,Yes
C14470,Male,47,Tanta,Delta,2021-02-12,Month-to-month,Electronic check,No,Yes,Yes,Yes
C14471,Female,46,Mansoura,Delta,2023-01-12,Two year,Electronic check,No,Yes,Yes,No
C14472,Male,59,Port Said,Suez,2022-12-18,Two year,Bank transfer,No,No,Yes,Yes
C14473,Female,60,Mansoura,Delta,2023-09-30,Two year,Bank transfer,No,Yes,No,Yes
C14474,Female,49,Giza,Greater Cairo,2021-10-12,One year,Electronic check,No,No,Yes,Yes
C14475,Male,53,Tanta,Delta,2022-02-17,Month-to-month,Electronic check,Yes,Yes,No,No
C14476,Male,49,Alexandria,Delta,2021-09-28,Two year,Mailed check,No,Yes,Yes,No
C14477,Female,35,Giza,Greater Cairo,2023-07-31,One year,Credit card,Yes,No,Yes,No
C14478,Male,52,Assiut,Upper Egypt,2020-03-29,Two year,Electronic check,Yes,No,Yes,Yes
C14479,Female,22,Suez,Suez,2023-04-06,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C14480,Female,56,Ismailia,Suez,2021-12-25,Month-to-month,Credit card,No,No,No,Yes
C14481,Male,25,Luxor,Upper Egypt,2023-02-05,Month-to-month,Mailed check,No,Yes,Yes,Yes
C14482,Female,46,Tanta,Delta,2022-08-22,Two year,Electronic check,No,No,Yes,No
C14483,Male,30,Suez,Suez,2020-02-06,Month-to-month,Electronic check,No,Yes,Yes,No
C14484,Female,49,Hurghada,Red Sea,2023-09-23,Month-to-month,Mailed check,Yes,Yes,Yes,No
C14485,Female,41,Aswan,Upper Egypt,2021-08-07,Month-to-month,Electronic check,No,Yes,Yes,Yes
C14486,Female,19,Tanta,Delta,2022-12-27,Month-to-month,Electronic check,No,Yes,Yes,Yes
C14487,Female,47,Ismailia,Suez,2023-10-22,Month-to-month,Credit card,No,Yes,No,Yes
C14488,Male,33,Port Said,Suez,2023-11-01,Two year,Credit card,No,No,No,Yes
C14489,Male,54,Port Said,Suez,2023-01-04,Month-to-month,Electronic check,No,No,Yes,Yes
C14490,Male,42,Hurghada,Red Sea,2021-07-06,One year,Electronic check,No,Yes,No,No
C14491,Female,47,Ismailia,Suez,2023-08-23,Month-to-month,Electronic check,No,No,Yes,Yes
C14492,Female,28,Cairo,Greater Cairo,2020-01-28,Two year,Mailed check,No,Yes,Yes,Yes
C14493,Male,33,Aswan,Upper Egypt,2020-10-23,Month-to-month,Credit card,No,No,Yes,Yes
C14494,Male,35,Tanta,Delta,2020-08-13,Two year,Mailed check,No,No,No,Yes
C14495,Male,53,Giza,Greater Cairo,2021-10-01,Month-to-month,Electronic check,No,Yes,Yes,Yes
C14496,Male,65,Luxor,Upper Egypt,2020-12-06,Two year,Credit card,No,Yes,Yes,No
C14497,Female,30,Alexandria,Delta,2022-03-02,Month-to-month,Credit card,No,No,Yes,Yes
C14498,Male,57,Tanta,Delta,2020-08-03,Month-to-month,Mailed check,No,Yes,No,Yes
C14499,Female,18,Cairo,Greater Cairo,2021-11-15,One year,Bank transfer,No,No,Yes,Yes
C14500,Male,25,Cairo,Greater Cairo,2021-11-12,Month-to-month,Mailed check,No,No,Yes,No
C14501,Male,28,Assiut,Upper Egypt,2023-05-09,Month-to-month,Mailed check,No,No,Yes,Yes
C14502,Male,23,Ismailia,Suez,2020-02-27,Month-to-month,Electronic check,No,No,No,No
C14503,Male,19,Luxor,Upper Egypt,2022-04-28,Month-to-month,Mailed check,No,Yes,Yes,Yes
C14504,Female,47,Aswan,Upper Egypt,2022-06-27,Month-to-month,Bank transfer,No,No,No,Yes
C14505,Female,39,Tanta,Delta,2020-11-05,Month-to-month,Mailed check,No,No,No,Yes
C14506,Male,47,Assiut,Upper Egypt,2022-12-15,Month-to-month,Credit card,No,Yes,No,No
C14507,Male,51,Giza,Greater Cairo,2022-09-04,Two year,Electronic check,No,Yes,Yes,Yes
C14508,Female,45,Giza,Greater Cairo,2020-11-17,Month-to-month,Credit card,No,No,No,No
C14509,Female,51,Tanta,Delta,2020-06-01,Two year,Credit card,No,No,No,Yes
C14510,Male,41,Ismailia,Suez,2022-04-19,Month-to-month,Electronic check,No,No,Yes,Yes
C14511,Female,25,Hurghada,Red Sea,2020-01-11,Month-to-month,Electronic check,Yes,Yes,No,Yes
C14512,Male,56,Aswan,Upper Egypt,2020-02-29,Month-to-month,Electronic check,No,Yes,Yes,Yes
C14513,Female,33,Tanta,Delta,2022-12-26,Month-to-month,Electronic check,No,Yes,No,Yes
C14514,Male,28,Assiut,Upper Egypt,2022-08-20,One year,Mailed check,No,No,Yes,Yes
C14515,Male,39,Ismailia,Suez,2023-08-24,Two year,Credit card,No,Yes,No,Yes
C14516,Female,29,Port Said,Suez,2020-10-31,Two year,Electronic check,No,No,Yes,Yes
C14517,Male,36,Mansoura,Delta,2023-09-15,One year,Credit card,No,No,No,Yes
C14518,Female,46,Ismailia,Suez,2022-03-21,Two year,Electronic check,No,Yes,Yes,Yes
C14519,Male,46,Ismailia,Suez,2022-05-21,Two year,Credit card,Yes,Yes,Yes,Yes
C14520,Female,29,Luxor,Upper Egypt,2020-04-22,Month-to-month,Credit card,No,No,Yes,Yes
C14521,Female,35,Suez,Suez,2020-10-31,Month-to-month,Credit card,No,No,Yes,Yes
C14522,Female,57,Mansoura,Delta,2022-05-19,Month-to-month,Electronic check,No,Yes,No,Yes
C14523,Female,48,Suez,Suez,2021-10-06,Month-to-month,Electronic check,No,No,Yes,Yes
C14524,Male,71,Aswan,Upper Egypt,2023-08-30,Month-to-month,Electronic check,No,No,Yes,Yes
C14525,Male,58,Aswan,Upper Egypt,2023-01-17,One year,Bank transfer,No,No,No,Yes
C14526,Female,58,Cairo,Greater Cairo,2020-08-16,One year,Credit card,No,Yes,No,Yes
C14527,Female,22,Ismailia,Suez,2021-07-23,One year,Mailed check,No,Yes,Yes,Yes
C14528,Male,52,Assiut,Upper Egypt,2023-09-02,Two year,Credit card,No,No,No,Yes
C14529,Female,41,Port Said,Suez,2022-01-07,Month-to-month,Credit card,No,Yes,No,No
C14530,Female,34,Cairo,Greater Cairo,2021-06-04,Two year,Credit card,No,Yes,Yes,No
C14531,Male,44,Port Said,Suez,2021-11-01,One year,Bank transfer,No,No,Yes,Yes
C14532,Female,55,Alexandria,Delta,2023-03-02,Month-to-month,Bank transfer,No,No,Yes,Yes
C14533,Female,49,Suez,Suez,2020-11-09,Month-to-month,Bank transfer,No,Yes,No,Yes
C14534,Male,29,Luxor,Upper Egypt,2021-02-24,One year,Bank transfer,No,Yes,No,Yes
C14535,Male,52,Giza,Greater Cairo,2023-05-07,Month-to-month,Electronic check,No,No,Yes,Yes
C14536,Male,33,Port Said,Suez,2022-12-27,Two year,Bank transfer,Yes,Yes,Yes,Yes
C14537,Male,45,Ismailia,Suez,2020-08-29,Month-to-month,Bank transfer,No,Yes,Yes,Yes
C14538,Male,37,Alexandria,Delta,2021-11-05,Month-to-month,Mailed check,No,Yes,No,No
C14539,Female,38,Giza,Greater Cairo,2022-05-19,Month-to-month,Mailed check,Yes,No,Yes,Yes
C14540,Male,52,Aswan,Upper Egypt,2023-08-29,One year,Electronic check,No,No,Yes,Yes
C14541,Female,27,Alexandria,Delta,2020-07-26,One year,Electronic check,Yes,No,Yes,Yes
C14542,Male,69,Aswan,Upper Egypt,2021-06-18,Month-to-month,Bank transfer,No,No,Yes,Yes
C14543,Female,18,Suez,Suez,2020-10-05,One year,Credit card,No,Yes,No,Yes
C14544,Female,33,Aswan,Upper Egypt,2023-05-29,Two year,Bank transfer,No,No,Yes,Yes
C14545,Female,47,Suez,Suez,2021-12-14,Month-to-month,Electronic check,No,Yes,No,No
C14546,Male,50,Alexandria,Delta,2023-04-08,Month-to-month,Electronic check,Yes,Yes,Yes,Yes
C14547,Male,40,Giza,Greater Cairo,2020-03-01,Month-to-month,Electronic check,No,Yes,Yes,No
C14548,Female,41,Suez,Suez,2021-07-25,Two year,Credit card,No,Yes,Yes,Yes
C14549,Male,47,Alexandria,Delta,2021-04-12,Two year,Credit card,No,Yes,No,No
C14550,Female,38,Cairo,Greater Cairo,2023-03-24,Month-to-month,Bank transfer,No,Yes,No,Yes
C14551,Female,61,Port Said,Suez,2022-06-19,Two year,Electronic check,No,Yes,Yes,No
C14552,Male,53,Luxor,Upper Egypt,2023-02-08,Month-to-month,Mailed check,Yes,Yes,Yes,Yes
C14553,Female,54,Giza,Greater Cairo,2023-07-03,Month-to-month,Credit card,No,No,No,Yes
C14554,Male,28,Port Said,Suez,2020-01-07,Month-to-month,Bank transfer,No,No,Yes,Yes
C14555,Male,40,Tanta,Delta,2021-03-03,Month-to-month,Bank transfer,No,No,Yes,Yes
C14556,Female,37,Assiut,Upper Egypt,2021-09-23,Month-to-month,Credit card,No,Yes,Yes,Yes
C14557,Male,27,Assiut,Upper Egypt,2021-10-21,One year,Mailed check,Yes,Yes,No,Yes
C14558,Male,47,Ismailia,Suez,2020-09-11,One year,Electronic check,No,Yes,Yes,Yes
C14559,Female,34,Cairo,Greater Cairo,2020-10-06,One year,Bank transfer,No,Yes,No,Yes
C14560,Female,51,Tanta,Delta,2022-08-09,Month-to-month,Mailed check,No,Yes,No,No
C14561,Male,27,Tanta,Delta,2020-03-09,Month-to-month,Electronic check,No,No,Yes,Yes
C14562,Female,66,Tanta,Delta,2021-04-22,Month-to-month,Bank transfer,No,No,Yes,No
C14563,Female,29,Assiut,Upper Egypt,2021-03-27,Month-to-month,Electronic check,No,Yes,Yes,Yes
C14564,Male,45,Tanta,Delta,2022-09-25,Month-to-month,Electronic check,No,Yes,No,Yes
C14565,Male,53,Cairo,Greater Cairo,2022-04-28,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes
C14566,Female,34,Port Said,Suez,2020-09-22,Month-to-month,Electronic check,Yes,Yes,No,Yes
C14567,Female,53,Alexandria,Delta,2021-09-03,Month-to-month,Electronic check,No,Yes,No,No
C14568,Female,24,Cairo,Greater Cairo,2022-05-19,Two year,Credit card,No,Yes,No,Yes
C14569,Male,62,Luxor,Upper Egypt,2022-06-22,One year,Electronic check,Yes,No,Yes,No
C14570,Male,42,Suez,Suez,2021-12-08,Month-to-month,Credit card,No,Yes,Yes,Yes
C14571,Female,33,Cairo,Greater Cairo,2023-01-05,Month-to-month,Bank transfer,No,No,No,Yes
C14572,Female,37,Assiut,Upper Egypt,2023-12-12,Month-to-month,Credit card,No,Yes,No,Yes
C14573,Male,53,Cairo,Greater Cairo,2021-10-06,Month-to-month,Credit card,No,Yes,No,No
C14574,Female,33,Luxor,Upper Egypt,2022-09-18,One year,Electronic check,No,Yes,Yes,Yes
C14575,Female,31,Ismailia,Suez,2022-10-17,One year,Bank transfer,No,Yes,Yes,No
C14576,Male,38,Giza,Greater Cairo,2021-04-03,Two year,Credit card,Yes,Yes,No,Yes
C14577,Male,25,Luxor,Upper Egypt,2023-07-14,Month-to-month,Bank transfer,No,No,No,Yes
C14578,Female,67,Cairo,Greater Cairo,2020-04-10,Month-to-month,Credit card,Yes,No,No,Yes
C14579,Female,34,Mansoura,Delta,2023-06-30,Month-to-month,Bank transfer,No,No,No,Yes
C14580,Female,53,Cairo,Greater Cairo,2021-07-31,Two year,Bank transfer,No,No,No,Yes
C14581,Female,44,Aswan,Upper Egypt,2022-05-14,Month-to-month,Credit card,No,No,No,Yes
C14582,Male,28,Port Said,Suez,2020-08-17,Month-to-month,Credit card,No,No,No,Yes
C14583,Female,41,Cairo,Greater Cairo,2023-02-14,One year,Mailed check,No,Yes,No,Yes
C14584,Female,52,Cairo,Greater Cairo,2022-06-18,Two year,Credit card,Yes,No,No,Yes
C14585,Female,39,Ismailia,Suez,2021-07-16,Month-to-month,Credit card,No,No,Yes,No
C14586,Male,58,Ismailia,Suez,2020-03-22,One year,Credit card,No,Yes,Yes,Yes
C14587,Female,56,Luxor,Upper Egypt,2022-08-24,Month-to-month,Mailed check,No,Yes,No,Yes
C14588,Female,54,Mansoura,Delta,2022-02-16,One year,Electronic check,No,Yes,No,Yes
C14589,Male,35,Ismailia,Suez,2023-01-15,Month-to-month,Mailed check,No,Yes,Yes,No
C14590,Male,26,Mansoura,Delta,2023-10-30,One year,Credit card,No,Yes,No,Yes
C14591,Female,33,Suez,Suez,2020-07-08,One year,Electronic check,No,No,Yes,No
C14592,Female,44,Luxor,Upper Egypt,2021-11-26,Two year,Credit card,No,No,Yes,No
