ticket_id,customer_id,open_date,close_date,category,priority,satisfaction_score,resolved,handling_time_hours
T6286,C10901,2024-09-30,2024-09-30,Billing,Low,2,Yes,2
T6287,C14179,2024-02-08,2024-02-08,Billing,Low,4,Yes,4
T6288,C13150,2024-10-20,2024-10-21,Network,Medium,3,Yes,33
T6289,C10774,2024-07-17,2024-07-17,Billing,Medium,1,Yes,6
T6290,C14685,2024-05-19,2024-05-19,Network,Medium,3,Yes,21
T6291,C11619,2024-05-14,2024-05-14,Network,Low,2,No,8
T6292,C14030,2024-12-08,2024-12-09,Billing,Critical,5,Yes,28
T6293,C13557,2024-07-31,2024-08-01,Billing,Low,5,Yes,24
T6294,C12112,2024-06-06,2024-06-06,Billing,High,1,No,1
T6295,C10342,2024-06-13,2024-06-14,Network,Low,1,Yes,28
T6296,C12783,2024-04-30,2024-04-30,Network,Low,4,Yes,1
T6297,C10965,2024-08-09,2024-08-09,Network,Low,2,No,4
T6298,C14459,2024-07-06,2024-07-07,Billing,Critical,2,Yes,39
T6299,C10049,2024-12-03,2024-12-04,Billing,High,5,Yes,37
T6300,C14482,2024-01-06,2024-01-06,Network,High,5,Yes,3
T6301,C12583,2024-04-02,2024-04-02,Network,Medium,3,Yes,1
T6302,C13295,2024-06-09,2024-06-09,Account,High,4,Yes,4
T6303,C12698,2024-09-17,2024-09-17,Technical,Low,5,Yes,18
T6304,C10630,2024-01-21,2024-01-21,Network,High,5,Yes,8
T6305,C11695,2024-11-20,2024-11-20,Network,High,5,Yes,3
T6306,C14152,2024-01-31,2024-01-31,Technical,Low,5,Yes,14
T6307,C14930,2024-06-21,2024-06-21,Technical,Medium,2,Yes,9
T6308,C13147,2024-10-11,2024-10-11,Technical,High,1,Yes,3
T6309,C12680,2024-12-29,2024-12-29,Technical,High,3,Yes,5
T6310,C13769,2024-02-07,2024-02-07,Network,High,3,Yes,1
T6311,C11548,2024-02-27,2024-02-28,Technical,Medium,3,Yes,37
T6312,C14108,2024-03-16,2024-03-16,Network,High,4,Yes,12
T6313,C10997,2024-04-20,2024-04-21,Billing,Low,2,Yes,24
T6314,C14583,2024-07-13,2024-07-14,Billing,High,4,No,24
T6315,C14285,2024-06-08,2024-06-08,Billing,Low,2,Yes,8
T6316,C11886,2024-08-19,2024-08-19,Network,High,3,No,23
T6317,C11238,2024-09-06,2024-09-07,Network,Low,1,Yes,25
T6318,C12046,2024-04-10,2024-04-10,Network,High,5,Yes,2
T6319,C11951,2024-07-10,2024-07-10,Network,Low,4,Yes,16
T6320,C11110,2024-07-28,2024-07-29,Technical,Medium,1,No,37
T6321,C14518,2024-09-27,2024-09-27,Network,Low,5,Yes,7
T6322,C14289,2024-02-20,2024-02-20,Network,Low,5,Yes,9
T6323,C12026,2024-02-29,2024-03-01,Network,Low,2,Yes,24
T6324,C11046,2024-03-29,2024-03-29,Billing,Low,4,Yes,7
T6325,C13577,2024-06-15,2024-06-15,Account,Low,3,Yes,19
T6326,C11023,2024-10-09,2024-10-11,Technical,High,5,Yes,53
T6327,C12919,2024-11-01,2024-11-02,Technical,Medium,1,Yes,31
T6328,C12378,2024-08-27,2024-08-27,Account,Low,3,Yes,8
T6329,C14555,2024-04-24,2024-04-24,Billing,Medium,3,Yes,15
T6330,C13963,2024-03-10,2024-03-10,Network,Medium,3,No,8
T6331,C12827,2024-09-16,2024-09-16,Network,Low,3,No,10
T6332,C14756,2024-12-03,2024-12-05,Technical,Medium,5,No,57
T6333,C12634,2024-03-02,2024-03-02,Network,High,5,Yes,12
T6334,C10913,2024-05-04,2024-05-04,Technical,Medium,2,Yes,4
T6335,C14005,2024-05-07,2024-05-07,Network,High,5,Yes,7
T6336,C10436,2024-02-24,2024-02-25,Technical,Medium,5,Yes,24
T6337,C13444,2024-10-16,2024-10-16,Network,Low,5,Yes,4
T6338,C13015,2024-02-01,2024-02-01,Billing,High,1,Yes,15
T6339,C10591,2024-02-16,2024-02-16,Network,Medium,5,Yes,7
T6340,C10347,2024-12-14,2024-12-15,Billing,Critical,4,Yes,28
T6341,C11996,2024-09-02,2024-09-02,Account,Low,3,Yes,16
T6342,C11802,2024-04-17,2024-04-17,Account,Critical,4,Yes,2
T6343,C12307,2024-08-18,2024-08-19,Network,Medium,2,Yes,29
T6344,C11913,2024-07-01,2024-07-01,Network,Low,2,Yes,17
T6345,C11315,2024-07-14,2024-07-14,Technical,Medium,3,Yes,8
T6346,C11162,2024-10-19,2024-10-19,Technical,High,2,Yes,2
T6347,C10446,2024-08-23,2024-08-24,Network,Low,1,Yes,24
T6348,C11862,2024-03-01,2024-03-03,Billing,Medium,3,No,61
T6349,C11474,2024-11-29,2024-11-29,Network,Critical,3,Yes,22
T6350,C10945,2024-06-02,2024-06-02,Account,Medium,4,Yes,16
T6351,C14118,2024-10-21,2024-10-22,Network,Medium,5,Yes,29
T6352,C14645,2024-02-06,2024-02-06,Technical,Medium,3,Yes,1
T6353,C10986,2024-12-11,2024-12-11,Technical,High,1,Yes,1
T6354,C14309,2024-01-23,2024-01-23,Network,Low,5,Yes,2
T6355,C14976,2024-10-04,2024-10-04,Billing,High,4,Yes,2
T6356,C10278,2024-05-27,2024-05-27,Technical,Low,1,Yes,23
T6357,C12022,2024-09-12,2024-09-13,Technical,Critical,4,Yes,26
T6358,C10308,2024-06-29,2024-06-29,Account,Low,2,Yes,10
T6359,C11205,2024-07-26,2024-07-26,Network,Low,3,Yes,17
T6360,C11847,2024-07-04,2024-07-04,Account,Medium,1,Yes,3
T6361,C13082,2024-09-26,2024-09-27,Account,Low,2,Yes,27
T6362,C12932,2024-10-08,2024-10-08,Network,Low,2,Yes,5
T6363,C13835,2024-08-11,2024-08-11,Technical,Critical,1,Yes,1
T6364,C10964,2024-11-29,2024-11-30,Account,Medium,1,Yes,28
T6365,C10738,2024-10-12,2024-10-13,Billing,High,3,Yes,29
T6366,C13601,2024-01-19,2024-01-19,Account,High,4,Yes,10
T6367,C12925,2024-10-03,2024-10-03,Network,High,2,Yes,13
T6368,C13431,2024-02-03,2024-02-03,Network,Low,5,Yes,21
T6369,C11598,2024-06-16,2024-06-16,Network,Medium,4,Yes,4
T6370,C13692,2024-01-18,2024-01-20,Billing,Medium,3,Yes,49
T6371,C14233,2024-04-04,2024-04-04,Account,Low,3,Yes,12
T6372,C14818,2024-10-18,2024-10-19,Network,Low,4,No,32
T6373,C11173,2024-05-30,2024-06-02,Account,Low,3,Yes,86
T6374,C12803,2024-06-05,2024-06-05,Account,High,1,Yes,18
T6375,C13341,2024-12-29,2024-12-29,Network,Medium,5,No,19
T6376,C14223,2024-02-27,2024-02-27,Network,High,1,Yes,1
T6377,C12581,2024-01-26,2024-01-26,Technical,Medium,2,Yes,12
T6378,C13089,2024-09-29,2024-10-01,Billing,Medium,2,Yes,54
T6379,C10280,2024-02-18,2024-02-19,Billing,Low,3,Yes,29
T6380,C14017,2024-01-15,2024-01-16,Network,High,3,Yes,32
T6381,C14707,2024-01-13,2024-01-13,Network,Low,5,Yes,7
T6382,C14606,2024-10-12,2024-10-12,Technical,Medium,1,Yes,4
T6383,C10258,2024-06-07,2024-06-07,Network,Low,5,Yes,9
T6384,C13087,2024-11-10,2024-11-10,Network,High,4,No,3
T6385,C11188,2024-03-15,2024-03-15,Billing,Low,4,Yes,11
T6386,C14122,2024-12-08,2024-12-08,Network,Medium,2,Yes,4
T6387,C12522,2024-12-27,2024-12-27,Network,High,4,No,7
T6388,C10910,2024-08-03,2024-08-04,Network,Medium,4,Yes,47
T6389,C11697,2024-08-09,2024-08-09,Billing,Low,5,Yes,2
T6390,C12857,2024-02-20,2024-02-22,Technical,Medium,3,Yes,53
T6391,C11252,2024-02-28,2024-02-28,Billing,High,4,Yes,6
T6392,C13826,2024-10-27,2024-10-29,Network,High,5,Yes,48
T6393,C11763,2024-02-06,2024-02-07,Billing,Medium,3,Yes,25
T6394,C11653,2024-07-27,2024-07-27,Network,Medium,5,Yes,14
T6395,C13221,2024-06-02,2024-06-02,Billing,Low,2,Yes,16
T6396,C14500,2024-03-06,2024-03-07,Account,Critical,4,Yes,30
T6397,C10067,2024-10-28,2024-10-28,Network,Critical,3,Yes,10
T6398,C13183,2024-07-30,2024-07-30,Technical,Low,1,Yes,6
T6399,C12114,2024-12-01,2024-12-02,Network,Medium,5,Yes,41
T6400,C10221,2024-11-22,2024-11-22,Network,Critical,2,Yes,2
T6401,C10715,2024-04-09,2024-04-09,Billing,High,1,Yes,14
T6402,C14547,2024-11-20,2024-11-20,Network,High,4,Yes,2
T6403,C12804,2024-09-10,2024-09-10,Network,Low,2,Yes,22
T6404,C14207,2024-10-14,2024-10-14,Technical,High,4,Yes,5
T6405,C14866,2024-10-26,2024-10-26,Network,Medium,5,Yes,3
T6406,C13485,2024-11-07,2024-11-07,Billing,High,2,Yes,18
T6407,C13071,2024-06-28,2024-06-28,Billing,Low,1,Yes,22
T6408,C13762,2024-04-25,2024-04-25,Network,Medium,5,No,18
T6409,C11285,2024-10-03,2024-10-03,Account,Medium,1,Yes,7
T6410,C14004,2024-02-29,2024-02-29,Network,Low,3,Yes,6
T6411,C12284,2024-05-09,2024-05-09,Network,Low,5,No,22
T6412,C11004,2024-04-11,2024-04-11,Network,Low,4,Yes,20
T6413,C10090,2024-03-19,2024-03-20,Technical,Low,2,Yes,27
T6414,C11120,2024-06-08,2024-06-08,Network,Medium,5,No,10
T6415,C12165,2024-10-04,2024-10-04,Technical,Low,3,Yes,5
T6416,C12395,2024-09-27,2024-09-28,Network,Low,5,Yes,29
T6417,C10350,2024-01-17,2024-01-20,Network,Medium,4,Yes,80
T6418,C14320,2024-11-19,2024-11-19,Billing,High,4,No,16
T6419,C12723,2024-02-21,2024-02-21,Billing,Low,4,Yes,12
T6420,C10635,2024-04-08,2024-04-09,Network,High,5,Yes,29
T6421,C10915,2024-08-26,2024-08-29,Network,High,5,Yes,80
T6422,C13717,2024-11-15,2024-11-15,Network,Low,2,Yes,1
T6423,C13715,2024-09-16,2024-09-18,Billing,Low,4,Yes,48
T6424,C11397,2024-01-15,2024-01-16,Network,Medium,2,No,36
T6425,C10541,2024-02-13,2024-02-14,Network,Low,4,Yes,32
T6426,C14645,2024-09-09,2024-09-10,Network,Medium,5,Yes,33
T6427,C13179,2024-04-16,2024-04-16,Account,Medium,1,Yes,17
T6428,C11229,2024-11-20,2024-11-20,Technical,Critical,4,Yes,1
T6429,C10294,2024-01-01,2024-01-02,Billing,Critical,2,Yes,41
T6430,C13015,2024-05-01,2024-05-01,Billing,High,3,Yes,23
T6431,C11707,2024-06-20,2024-06-20,Technical,Low,3,Yes,7
T6432,C10796,2024-02-09,2024-02-09,Network,Low,5,Yes,18
T6433,C14558,2024-09-25,2024-09-25,Billing,Low,4,Yes,9
T6434,C13451,2024-04-24,2024-04-24,Account,Low,4,No,1
T6435,C10686,2024-01-09,2024-01-11,Network,Low,1,Yes,49
T6436,C10406,2024-08-27,2024-08-27,Technical,High,5,Yes,10
T6437,C12045,2024-12-02,2024-12-04,Billing,Medium,3,Yes,65
T6438,C13853,2024-12-08,2024-12-08,Technical,Low,5,Yes,7
T6439,C14165,2024-08-19,2024-08-22,Network,Low,3,Yes,78
T6440,C14546,2024-07-05,2024-07-05,Billing,Low,3,Yes,1
T6441,C13738,2024-01-19,2024-01-20,Network,High,5,No,42
T6442,C13485,2024-02-24,2024-02-27,Billing,Low,1,Yes,92
T6443,C11417,2024-07-20,2024-07-21,Billing,Medium,2,Yes,27
T6444,C10003,2024-09-03,2024-09-05,Account,Low,3,Yes,54
T6445,C12834,2024-07-02,2024-07-02,Billing,High,2,Yes,1
T6446,C14188,2024-11-01,2024-11-01,Network,Low,3,Yes,13
T6447,C14184,2024-06-25,2024-06-25,Billing,Medium,1,Yes,11
T6448,C13282,2024-06-29,2024-06-30,Network,Low,5,Yes,35
T6449,C12429,2024-06-11,2024-06-12,Technical,Medium,5,Yes,24
T6450,C12090,2024-04-09,2024-04-09,Network,Critical,5,Yes,15
T6451,C12953,2024-09-21,2024-09-21,Account,High,3,Yes,1
T6452,C10664,2024-09-11,2024-09-12,Technical,Low,3,Yes,45
T6453,C13057,2024-08-11,2024-08-11,Technical,Medium,2,Yes,13
T6454,C14291,2024-02-11,2024-02-11,Technical,Low,1,Yes,15
T6455,C14220,2024-03-28,2024-03-28,Billing,Medium,1,No,11
T6456,C11443,2024-02-25,2024-02-27,Network,Critical,5,Yes,50
T6457,C10043,2024-01-22,2024-01-22,Billing,High,4,Yes,6
T6458,C13780,2024-10-24,2024-10-24,Billing,Critical,5,Yes,3
T6459,C14388,2024-02-11,2024-02-12,Billing,Critical,3,Yes,35
T6460,C14409,2024-08-09,2024-08-10,Account,High,4,Yes,24
T6461,C10682,2024-10-02,2024-10-03,Network,Low,1,Yes,30
T6462,C14478,2024-03-02,2024-03-02,Billing,Medium,3,Yes,1
T6463,C13866,2024-07-22,2024-07-22,Account,Medium,2,No,9
T6464,C11545,2024-02-02,2024-02-02,Billing,Medium,2,Yes,23
T6465,C12635,2024-01-03,2024-01-04,Billing,Low,2,Yes,24
T6466,C12629,2024-11-14,2024-11-14,Billing,High,3,No,3
T6467,C11701,2024-03-27,2024-03-27,Account,Low,4,Yes,1
T6468,C10273,2024-05-06,2024-05-08,Network,High,3,Yes,59
T6469,C11574,2024-05-31,2024-05-31,Technical,Medium,5,Yes,1
T6470,C12557,2024-11-03,2024-11-04,Technical,Medium,1,No,25
T6471,C13590,2024-09-17,2024-09-22,Billing,Low,3,Yes,127
T6472,C12250,2024-04-17,2024-04-17,Technical,Medium,3,Yes,5
T6473,C14241,2024-10-26,2024-10-27,Network,Medium,3,Yes,33
T6474,C14732,2024-10-29,2024-10-29,Network,Medium,5,Yes,2
T6475,C14656,2024-10-14,2024-10-14,Account,Medium,3,Yes,1
T6476,C11595,2024-07-20,2024-07-21,Technical,Critical,1,Yes,44
T6477,C12596,2024-05-14,2024-05-14,Network,Low,4,Yes,5
T6478,C13862,2024-12-03,2024-12-03,Technical,Low,4,Yes,5
T6479,C12730,2024-05-20,2024-05-20,Account,Medium,2,Yes,1
T6480,C14853,2024-06-22,2024-06-22,Billing,Medium,4,Yes,1
T6481,C13138,2024-09-29,2024-09-29,Network,High,4,Yes,13
T6482,C10968,2024-12-22,2024-12-22,Billing,Medium,5,Yes,18
T6483,C10276,2024-06-03,2024-06-04,Network,Low,3,Yes,28
T6484,C12916,2024-10-19,2024-10-20,Technical,High,4,Yes,41
T6485,C11469,2024-10-06,2024-10-08,Network,Low,5,Yes,65
T6486,C10592,2024-03-29,2024-03-29,Technical,Medium,3,Yes,4
T6487,C13792,2024-02-08,2024-02-08,Network,Medium,4,Yes,6
T6488,C11422,2024-08-03,2024-08-04,Account,Low,5,No,37
T6489,C11147,2024-07-28,2024-07-28,Technical,Medium,5,Yes,21
T6490,C14160,2024-02-09,2024-02-09,Network,High,5,Yes,1
T6491,C10461,2024-10-08,2024-10-09,Network,High,4,Yes,47
T6492,C11858,2024-10-29,2024-10-29,Network,High,5,Yes,4
T6493,C14783,2024-10-08,2024-10-09,Billing,Medium,5,Yes,26
T6494,C11087,2024-01-04,2024-01-04,Network,High,3,Yes,5
T6495,C12037,2024-08-26,2024-08-26,Technical,High,3,Yes,11
T6496,C11889,2024-02-21,2024-02-21,Network,Low,5,Yes,18
T6497,C11816,2024-05-19,2024-05-19,Network,High,4,Yes,21
T6498,C14677,2024-12-14,2024-12-14,Technical,Low,3,Yes,18
T6499,C10221,2024-10-01,2024-10-04,Network,High,4,Yes,91
T6500,C14446,2024-09-19,2024-09-20,Technical,High,5,Yes,29
T6501,C13835,2024-06-14,2024-06-14,Network,High,1,Yes,3
T6502,C14529,2024-03-10,2024-03-10,Network,Low,2,Yes,13
T6503,C11573,2024-08-27,2024-08-29,Network,High,4,No,53
T6504,C13085,2024-12-08,2024-12-08,Network,Low,4,Yes,2
T6505,C14020,2024-05-24,2024-05-26,Network,Medium,5,Yes,58
T6506,C13307,2024-08-13,2024-08-13,Network,Low,5,Yes,22
T6507,C11621,2024-01-24,2024-01-24,Technical,Medium,4,Yes,6
T6508,C14562,2024-10-16,2024-10-16,Billing,High,1,Yes,3
T6509,C13815,2024-11-10,2024-11-11,Account,High,2,Yes,39
T6510,C11226,2024-03-20,2024-03-20,Account,Medium,5,Yes,12
T6511,C10762,2024-07-18,2024-07-20,Network,Low,1,Yes,70
T6512,C10462,2024-01-20,2024-01-20,Network,High,4,Yes,14
T6513,C14182,2024-07-08,2024-07-08,Billing,Medium,1,Yes,6
T6514,C14513,2024-10-31,2024-10-31,Network,High,3,Yes,4
T6515,C14858,2024-12-02,2024-12-02,Technical,Low,2,Yes,21
T6516,C14692,2024-04-15,2024-04-15,Network,Low,1,Yes,9
T6517,C10894,2024-09-10,2024-09-10,Network,Low,1,Yes,13
T6518,C10574,2024-08-11,2024-08-11,Account,Medium,2,Yes,12
T6519,C11491,2024-02-28,2024-02-28,Account,High,5,Yes,14
T6520,C11608,2024-05-11,2024-05-11,Technical,Medium,3,Yes,3
T6521,C14306,2024-11-29,2024-11-29,Billing,High,4,No,19
T6522,C10001,2024-05-06,2024-05-06,Network,Critical,5,Yes,13
T6523,C14766,2024-03-07,2024-03-07,Network,Low,3,Yes,1
T6524,C14174,2024-08-09,2024-08-10,Account,Low,1,Yes,45
T6525,C10699,2024-07-28,2024-07-28,Account,Medium,3,Yes,8
T6526,C13833,2024-07-11,2024-07-13,Account,High,1,Yes,62
T6527,C11631,2024-04-30,2024-05-02,Account,Medium,1,Yes,54
T6528,C10137,2024-05-04,2024-05-04,Technical,High,3,Yes,20
T6529,C11356,2024-06-16,2024-06-16,Billing,Low,3,Yes,17
T6530,C10704,2024-11-01,2024-11-01,Account,Critical,2,Yes,8
T6531,C10773,2024-12-25,2024-12-25,Billing,Medium,4,Yes,3
T6532,C10515,2024-04-10,2024-04-10,Network,Medium,3,Yes,12
T6533,C10338,2024-11-15,2024-11-15,Billing,Medium,3,Yes,13
T6534,C10262,2024-08-30,2024-08-30,Network,High,5,Yes,2
T6535,C10411,2024-08-10,2024-08-10,Network,Critical,3,Yes,1
T6536,C11141,2024-02-02,2024-02-02,Network,Low,1,Yes,12
T6537,C14840,2024-09-22,2024-09-22,Account,Medium,4,Yes,6
T6538,C10580,2024-05-02,2024-05-04,Technical,Medium,3,Yes,64
T6539,C11936,2024-02-03,2024-02-03,Account,Medium,4,Yes,7
T6540,C14036,2024-10-24,2024-10-24,Billing,Medium,1,No,1
T6541,C13316,2024-01-06,2024-01-06,Technical,Low,1,No,9
T6542,C12058,2024-05-20,2024-05-20,Account,High,4,No,16
T6543,C12307,2024-12-13,2024-12-14,Network,Medium,3,Yes,40
T6544,C14242,2024-06-29,2024-07-02,Technical,Low,5,Yes,74
T6545,C12132,2024-08-04,2024-08-04,Account,Medium,3,Yes,15
T6546,C14154,2024-09-23,2024-09-23,Technical,High,5,Yes,22
T6547,C12409,2024-04-08,2024-04-08,Billing,Critical,4,Yes,1
T6548,C10432,2024-11-13,2024-11-15,Account,High,1,Yes,49
T6549,C12259,2024-01-23,2024-01-23,Account,Low,2,Yes,3
T6550,C13821,2024-05-12,2024-05-12,Technical,Medium,3,Yes,17
T6551,C13566,2024-06-03,2024-06-03,Network,Low,4,Yes,21
T6552,C10119,2024-01-28,2024-01-28,Billing,Medium,2,Yes,13
T6553,C14090,2024-03-03,2024-03-03,Network,Medium,1,Yes,16
T6554,C13557,2024-12-23,2024-12-23,Billing,Low,4,Yes,14
T6555,C13256,2024-04-07,2024-04-10,Network,Low,4,No,81
T6556,C14571,2024-03-13,2024-03-13,Network,High,2,Yes,10
T6557,C11540,2024-07-03,2024-07-03,Network,Low,2,Yes,11
T6558,C14170,2024-06-25,2024-06-25,Network,Medium,3,Yes,20
T6559,C10918,2024-04-13,2024-04-13,Account,Critical,5,Yes,2
T6560,C10667,2024-03-06,2024-03-06,Technical,High,3,Yes,17
T6561,C13552,2024-09-21,2024-09-21,Technical,Low,2,No,10
T6562,C11779,2024-01-06,2024-01-07,Network,Medium,5,Yes,24
T6563,C10715,2024-02-08,2024-02-08,Network,Medium,2,Yes,20
T6564,C10541,2024-07-20,2024-07-20,Billing,Medium,1,Yes,5
T6565,C11934,2024-07-28,2024-08-02,Network,Medium,2,Yes,123
T6566,C13373,2024-10-17,2024-10-17,Billing,Low,5,Yes,11
T6567,C12593,2024-12-17,2024-12-17,Account,Low,2,Yes,23
T6568,C12761,2024-02-16,2024-02-16,Technical,Low,5,No,20
T6569,C13722,2024-08-29,2024-08-30,Account,Medium,2,Yes,33
T6570,C14754,2024-02-25,2024-02-25,Technical,High,5,Yes,8
T6571,C11473,2024-12-26,2024-12-26,Network,High,3,No,17
T6572,C13083,2024-09-24,2024-09-24,Network,Low,5,Yes,2
T6573,C13870,2024-08-17,2024-08-17,Billing,Medium,1,No,13
T6574,C13455,2024-04-06,2024-04-06,Account,Medium,2,Yes,6
T6575,C10440,2024-10-08,2024-10-11,Network,High,1,Yes,94
T6576,C12571,2024-02-25,2024-02-25,Network,Low,1,Yes,6
T6577,C11386,2024-12-29,2024-12-30,Network,Low,3,Yes,34
T6578,C11425,2024-05-24,2024-05-24,Network,Medium,2,Yes,7
T6579,C12490,2024-09-22,2024-09-22,Technical,Low,3,Yes,16
T6580,C13759,2024-02-05,2024-02-05,Technical,Medium,5,Yes,9
T6581,C12969,2024-07-05,2024-07-05,Network,Low,4,Yes,6
T6582,C10934,2024-01-04,2024-01-04,Billing,Medium,4,Yes,13
T6583,C11375,2024-09-02,2024-09-02,Billing,Low,2,Yes,5
T6584,C10039,2024-02-19,2024-02-19,Technical,Medium,2,Yes,11
T6585,C14792,2024-04-07,2024-04-09,Billing,Medium,4,No,48
T6586,C13540,2024-02-19,2024-02-19,Billing,Critical,2,Yes,1
T6587,C13945,2024-11-28,2024-11-28,Network,Low,2,Yes,8
T6588,C12461,2024-01-08,2024-01-08,Network,High,5,Yes,8
T6589,C10689,2024-05-27,2024-05-28,Technical,Medium,3,No,42
T6590,C12035,2024-12-14,2024-12-14,Technical,Medium,3,Yes,11
T6591,C14792,2024-06-27,2024-06-27,Technical,High,4,Yes,4
T6592,C12589,2024-07-10,2024-07-10,Technical,Medium,1,Yes,9
T6593,C13995,2024-03-24,2024-03-24,Billing,Medium,3,Yes,13
T6594,C11497,2024-05-14,2024-05-16,Network,High,4,Yes,52
T6595,C11398,2024-01-29,2024-01-29,Billing,Low,4,Yes,21
T6596,C14263,2024-07-16,2024-07-16,Account,Low,2,Yes,10
T6597,C11468,2024-12-11,2024-12-11,Account,Low,5,No,1
T6598,C12435,2024-06-14,2024-06-14,Technical,High,2,Yes,1
T6599,C14012,2024-01-20,2024-01-21,Billing,Low,5,Yes,27
T6600,C10360,2024-11-06,2024-11-06,Technical,High,4,Yes,1
T6601,C13436,2024-07-12,2024-07-13,Network,Critical,2,Yes,29
T6602,C10172,2024-07-24,2024-07-24,Network,Medium,2,Yes,7
T6603,C12330,2024-10-30,2024-10-30,Technical,Medium,2,Yes,22
T6604,C12718,2024-01-26,2024-01-26,Billing,Low,3,No,16
T6605,C12443,2024-04-21,2024-04-21,Network,Critical,2,No,3
T6606,C14676,2024-03-26,2024-03-26,Network,Low,2,Yes,9
T6607,C11568,2024-09-22,2024-09-23,Network,Critical,2,No,29
T6608,C13444,2024-05-02,2024-05-04,Network,Low,3,Yes,54
T6609,C12909,2024-02-19,2024-02-20,Billing,High,2,Yes,27
T6610,C10642,2024-06-20,2024-06-20,Network,Medium,3,Yes,1
T6611,C14977,2024-09-30,2024-09-30,Network,Medium,2,Yes,4
T6612,C13403,2024-03-20,2024-03-23,Billing,Low,3,Yes,78
T6613,C14360,2024-09-30,2024-09-30,Network,Low,5,Yes,4
T6614,C13789,2024-01-25,2024-01-25,Network,Low,1,Yes,2
T6615,C11128,2024-03-06,2024-03-11,Network,High,2,No,131
T6616,C14738,2024-02-27,2024-02-27,Network,Low,2,Yes,6
T6617,C12565,2024-09-10,2024-09-10,Billing,High,3,Yes,17
T6618,C14397,2024-11-30,2024-11-30,Billing,Medium,4,Yes,22
T6619,C12402,2024-05-04,2024-05-05,Account,Medium,4,No,33
T6620,C12071,2024-09-04,2024-09-04,Technical,Low,5,Yes,8
T6621,C12909,2024-06-18,2024-06-18,Technical,Low,2,Yes,7
T6622,C13946,2024-06-29,2024-06-30,Network,High,4,No,43
T6623,C10569,2024-08-12,2024-08-13,Account,Medium,1,Yes,26
T6624,C10863,2024-12-05,2024-12-05,Network,Medium,4,Yes,18
T6625,C12186,2024-10-12,2024-10-16,Network,Low,4,No,116
T6626,C12457,2024-09-01,2024-09-01,Billing,High,3,Yes,23
T6627,C12398,2024-02-14,2024-02-15,Network,Critical,3,Yes,40
T6628,C13302,2024-12-20,2024-12-20,Account,Low,2,Yes,18
T6629,C10377,2024-08-14,2024-08-15,Network,Medium,1,Yes,29
T6630,C10281,2024-07-26,2024-07-26,Network,Medium,4,Yes,6
T6631,C13316,2024-03-13,2024-03-13,Billing,Medium,1,Yes,23
T6632,C12920,2024-07-28,2024-07-29,Technical,Medium,2,Yes,25
T6633,C14031,2024-12-10,2024-12-10,Network,Medium,5,Yes,1
T6634,C13691,2024-06-29,2024-06-29,Network,Medium,2,Yes,2
T6635,C14309,2024-02-01,2024-02-01,Network,Low,4,Yes,2
T6636,C13853,2024-07-02,2024-07-02,Technical,Medium,2,Yes,11
T6637,C14209,2024-02-12,2024-02-13,Network,Low,4,Yes,34
T6638,C10118,2024-07-25,2024-07-26,Technical,High,5,No,33
T6639,C12931,2024-12-12,2024-12-13,Billing,Medium,2,Yes,26
T6640,C14727,2024-07-16,2024-07-16,Network,Low,4,Yes,6
T6641,C11916,2024-08-22,2024-08-22,Network,Low,4,Yes,7
T6642,C11577,2024-01-20,2024-01-21,Account,Low,4,Yes,34
T6643,C12843,2024-11-12,2024-11-12,Network,Medium,5,Yes,1
T6644,C13978,2024-10-10,2024-10-11,Technical,Medium,4,Yes,28
T6645,C13742,2024-11-23,2024-11-23,Network,Medium,5,Yes,7
T6646,C13324,2024-12-22,2024-12-22,Billing,Low,4,Yes,10
T6647,C10631,2024-11-11,2024-11-11,Technical,Medium,2,Yes,2
T6648,C10461,2024-05-13,2024-05-13,Billing,Low,3,Yes,17
T6649,C13385,2024-11-27,2024-11-27,Billing,Medium,4,Yes,12
T6650,C10650,2024-01-28,2024-01-28,Billing,Critical,3,Yes,5
T6651,C10074,2024-03-11,2024-03-11,Account,High,2,Yes,10
T6652,C13490,2024-06-17,2024-06-17,Billing,Medium,5,Yes,8
T6653,C12844,2024-12-27,2024-12-29,Account,High,5,Yes,55
T6654,C14577,2024-07-01,2024-07-01,Network,High,4,Yes,3
T6655,C12669,2024-01-25,2024-01-26,Technical,High,2,No,38
T6656,C12248,2024-02-02,2024-02-02,Network,Low,4,Yes,7
T6657,C10052,2024-01-08,2024-01-08,Network,Low,5,Yes,1
T6658,C12830,2024-05-19,2024-05-19,Billing,High,5,Yes,15
T6659,C11012,2024-07-26,2024-07-26,Billing,Medium,5,Yes,9
T6660,C10265,2024-01-16,2024-01-18,Billing,Low,3,Yes,62
T6661,C10246,2024-04-12,2024-04-12,Technical,High,1,Yes,4
T6662,C12091,2024-03-26,2024-03-26,Account,Medium,3,Yes,12
T6663,C14939,2024-08-04,2024-08-06,Network,Low,2,Yes,67
T6664,C13219,2024-10-19,2024-10-20,Network,Low,3,Yes,34
T6665,C12662,2024-08-11,2024-08-11,Account,High,5,Yes,3
T6666,C13078,2024-11-01,2024-11-01,Network,Low,4,Yes,5
T6667,C10401,2024-07-14,2024-07-17,Network,Medium,3,Yes,84
T6668,C11689,2024-12-26,2024-12-26,Technical,Medium,5,Yes,12
